Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Bills K.L., Hayne C., Stein S.E., Hatfield R.C.","56593320200;56203306300;57188739800;57220288339;","Collaborating with Competitors: How Do Small Firm Accounting Associations and Networks Successfully Manage Coopetitive Tensions?*",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12625","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096688280&doi=10.1111%2f1911-3846.12625&partnerID=40&md5=0c0e498ee80297041060df82db881661","Michigan State University, United States; University of Illinois at Urbana–Champaign, United States; Virginia Tech, United States","Bills, K.L., Michigan State University, United States; Hayne, C., University of Illinois at Urbana–Champaign, United States; Stein, S.E., Virginia Tech, United States; Hatfield, R.C., University of Illinois at Urbana–Champaign, United States","The “coopetition” paradox exists when two or more organizations are simultaneously involved in cooperative and competitive interactions. In the accounting industry, small firms encounter coopetition when they align themselves with other independent firms to form accounting associations and networks (AANs). AANs are a type of interorganizational relationship (IOR) that provide opportunities for member firms to collaborate by sharing important resources such as expertise, best practices, and manpower. However, member firms also compete in the marketplace for clients and human capital, which incentivizes uncooperative and opportunistic behavior. If managed inadequately, coopetitive tensions can significantly hamper AAN benefits and may lead to IOR failure. Given the considerable longevity of AANs, we interview 42 high-level accounting professionals to understand AANs' apparent successful management of these tensions. Leveraging coopetition and IOR theory, our analysis suggests that transactional mechanisms (contractual agreements, organizational structure, selection/monitoring processes) and relational mechanisms (trust, social ties, reciprocity) play key roles in encouraging healthy cooperation and competition among member firms. One of our main conclusions is that these mechanisms contribute to AAN success because they are leveraged comprehensively across each IOR life cycle phase, and they are mutually reinforcing, with transactional mechanisms providing the foundation to inspire confidence and encourage the development of relational mechanisms. Our research enriches existing accounting and coopetition literature, provides a new perspective for AANs, and responds to calls to understand key factors of IOR success. © CAAA","associations and networks; competition; interorganizational relationships; relational mechanisms; small accounting firms; transactional mechanisms",,"Hayne, C.; University of Illinois at Urbana–ChampaignUnited States; email: hayne@illinois.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85096688280
"Campbell J.L., Twedt B.J., Whipple B.C.","57214373910;41862712700;56225503100;","Trading Prior to the Disclosure of Material Information: Evidence from Regulation Fair Disclosure Form 8-Ks*",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096676328&doi=10.1111%2f1911-3846.12610&partnerID=40&md5=e92cb82f5109f40ab0ce4391301564d1","University of Georgia, United States; University of Oregon, United States","Campbell, J.L., University of Georgia, United States; Twedt, B.J., University of Oregon, United States; Whipple, B.C., University of Georgia, United States","Regulation Fair Disclosure (Reg FD) Form 8-K filings provide a venue where managers release information to the market as a whole that they designate as being material. Using this setting, we study trading patterns immediately prior to the public disclosure of material information. We offer three main results. First, using both intraday and daily trading data, we find abnormal trading volume of 21 percent (13 percent) in the hour (day) prior to the public disclosure, respectively. Second, we find that this pre-disclosure abnormal trading volume is concentrated in firms that are smaller, have more growth opportunities, issue fewer voluntary disclosures, and have weaker external monitoring. Finally, we find that this pre-disclosure volume is concentrated in subsamples in which the information relates to a firm's material contracts, a firm holds investor/analyst conferences, and there is insider trading activity in a firm's shares. Our results do not concentrate in a small number of firms or industries, and do not appear to be explained by the form through which managers first release the material information (e.g., Form 8-K, press release, website posting, or social media). Our results are also robust to controlling for the firm's other filings and peer filings that occur around the disclosure. Overall, the trading patterns we document may show that, inconsistent with the spirit of Reg FD, a subset of investors trade on information managers deem material prior to its broad, public release. © CAAA","disclosure; information asymmetry; Reg FD; regulation; Regulation Fair Disclosure; trading patterns",,"Campbell, J.L.; University of GeorgiaUnited States; email: johnc@uga.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85096676328
"Cheng C.S.A., Guo P., Weng C.-H., Wu Q.","13002806600;57221011446;57200701692;35146942200;","Innovation and Corporate Tax Planning: The Distinct Effects of Patents and R&D*",2020,"Contemporary Accounting Research",,,,"","",,1,"10.1111/1911-3846.12613","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096672866&doi=10.1111%2f1911-3846.12613&partnerID=40&md5=7dc56ae55f576ffc6fd57710eb391a7f","The Hong Kong Polytechnic University, Hong Kong; Rutgers—The State University of New Jersey, United States; National Chengchi University, China; Rensselaer Polytechnic Institute, United States","Cheng, C.S.A., The Hong Kong Polytechnic University, Hong Kong; Guo, P., Rutgers—The State University of New Jersey, United States; Weng, C.-H., National Chengchi University, China; Wu, Q., Rensselaer Polytechnic Institute, United States","Using a large US sample, we find a significant and positive relation between patents and corporate tax planning, and the effect is incremental to the effect of R&D on tax planning. We employ a quasi-natural experiment based on staggered industry-level innovation shocks to identify the positive causal effect of patents on corporate tax planning. We also find that patents are not associated with tax planning for domestic firms, but their association with tax planning is concentrated in multinational firms, which have the ability to shift domestic income to low-tax countries. Moreover, we find that the identified effect mainly exists in the post–check-the-box (CTB) rule period when shifting income among affiliates becomes more flexible and convenient. Finally, we use two income-shifting models and find that patents, rather than R&D, facilitate tax planning through an income-shifting channel. Overall, our results suggest that R&D and patents facilitate firms' tax planning in distinct ways: R&D facilitates tax planning as intended through tax credits and deductions, whereas patents are used by taxpayers to avoid taxes aggressively through income shifting. © CAAA","income shifting; Innovation; patents; R&D; tax avoidance; tax planning",,"Cheng, C.S.A.; The Hong Kong Polytechnic UniversityHong Kong; email: afagnes@polyu.edu.hk",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85096672866
"Kuang Y.F., Lee G., Qin B.","25653692100;37070058300;25723730700;","Whistleblowing Allegations, Audit Fees, and Internal Control Deficiencies",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12619","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096669573&doi=10.1111%2f1911-3846.12619&partnerID=40&md5=dbf4993ef83ae7d638820ade6c0d89f4","The University of Melbourne, Australia","Kuang, Y.F., The University of Melbourne, Australia; Lee, G., The University of Melbourne, Australia; Qin, B., The University of Melbourne, Australia","We investigate whether audit fees and auditors' opinions on internal controls are associated with whistleblowing allegations externally filed to regulatory agencies. We find that firms subject to whistleblowing allegations have significantly higher audit fees, regardless of the substance of these allegations, whereas an auditor is more likely to issue an adverse opinion on internal controls when the allegation is substantiated, rather than frivolous. Further, our findings suggest that auditors are involved in the auditing of whistleblowing when the allegation is still in an internal stage. We also show that firms subject to external whistleblowing allegations have a lower likelihood of restating financial statements prepared in the allegation year when greater audit effort is made in that year. Our study is among the first to demonstrate the role of auditors in the context of whistleblowing. © CAAA","audit fees; audit risk; internal control; Whistleblowing",,"Lee, G.; The University of MelbourneAustralia; email: gladys.lee@unimelb.edu.au",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85096669573
"Chen J.W., Zhou J.","47961755300;57220062693;","Valuing Initial Public Offerings Using Article 11 Pro Forma Financial Information in the Prospectus*",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12608","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096666667&doi=10.1111%2f1911-3846.12608&partnerID=40&md5=be589f9e172a3422726b92ce9a2ebec3","Department of Accounting and Finance, The University of Auckland, New Zealand; SILC Business School, Shanghai University, China","Chen, J.W., Department of Accounting and Finance, The University of Auckland, New Zealand; Zhou, J., SILC Business School, Shanghai University, China","We investigate whether Article 11 pro forma financial information assists investors in valuing IPOs. While the SEC expects it to be helpful in assisting investment decisions, Article 11 pro forma financial information is based on registrants' understanding and assumptions, and registrants can exercise their own judgment when preparing pro forma financial statements. It is therefore an empirical question whether the information contained in pro forma financial statements is useful to investors. We examine the association between pro forma adjustments of earnings and book value of equity and the IPO offer value and find asymmetric results. While positive pro forma adjustments of earnings and book value of equity are positively associated with the IPO offer value, negative pro forma adjustments of earnings and book value of equity are negatively associated with the IPO offer value, suggesting that negative pro forma adjustments are priced as growth opportunities. Additional analyses reveal that the association between pro forma adjustments of book value of equity and the IPO offer value varies across different time periods and industries and that pro forma adjustments of book value of equity are initially mispriced by investors. In contrast, we do not find similar results for pro forma adjustments of earnings. Further empirical tests show that the asymmetric results of mispricing of pro forma adjustments of earnings and book value of equity may be explained by the requirements of Article 11 of Regulation S-X for pro forma adjustments dictating that adjustments to earnings reflect only recurring items while adjustments to book value reflect both recurring and nonrecurring items. © CAAA","Article 11 of Regulation S-X; asymmetric relation; IPO value; mispricing; pro forma financial information; SEC",,"Chen, J.W.; Department of Accounting and Finance, New Zealand; email: chen.jerry@auckland.ac.nz",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85096666667
"Chen H., Letmathe P., Soderstrom N.","57221551861;16637592800;7003594471;","Reporting Bias and Monitoring in Clean Development Mechanism Projects",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12609","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096661100&doi=10.1111%2f1911-3846.12609&partnerID=40&md5=1cbacbebaaa0729c89b2a58959f080b6","University of Zürich, Switzerland; RWTH Aachen University, Germany; University of Melbourne, Germany","Chen, H., University of Zürich, Switzerland; Letmathe, P., RWTH Aachen University, Germany; Soderstrom, N., University of Melbourne, Germany","The Clean Development Mechanism (CDM) is a flexible carbon market mechanism managed by the United Nations. The program grants tradable carbon emissions credits (Certified Emission Reductions) for carbon-reducing projects in developing countries. A project can only be admitted to the program if it is not financially profitable, and thus would not take place without the emission credits granted through the CDM. In this paper, we examine how monitoring reduces incentives of companies to bias the reported expected financial viability of potential CDM projects to gain admission to the program. We find that reported rates of return, which are a key factor for admission to the program, tend to be downwardly biased and are negatively associated with the expected benefits stemming from forecasted greenhouse gas reductions. However, monitoring from various sources mitigates some of the distorted incentives and related reporting bias. Furthermore, the monitoring effect becomes much stronger after 2008, when the CDM Executive Board implemented a series of measures to strengthen the additionality testing that provides guidance for program applications. © CAAA","auditing; carbon emissions; clean development mechanism (CDM); environmental accounting standards; greenhouse gas reductions; reporting bias",,"Letmathe, P.; RWTH Aachen UniversityGermany; email: peter.letmathe@rwth-aachen.de",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85096661100
"Francis J.R., Wang W.","7201708540;57221427870;","Common Auditors and Private Bank Loans*",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12617","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096656435&doi=10.1111%2f1911-3846.12617&partnerID=40&md5=5f710b034ef7a7ea024bc3b815b8bb24","Maastricht University, Netherlands; University of Technology Sydney, Australia; Temple University, United States","Francis, J.R., Maastricht University, Netherlands, University of Technology Sydney, Australia; Wang, W., Temple University, United States","We show that when banks and borrowers share the same audit firm, borrowers receive lower interest rates, after controlling for potentially confounding director connectedness. The common auditor effect is observed only for opaque borrowers, and is greatest when the same audit engagement office audits the bank and borrower. A common auditor connection also matters more for longer-tenured auditors, for geographically proximate borrowers, and when the syndicate involves fewer lenders. The effect does not hold for auditors recently sanctioned by the PCAOB. Finally, the interest rate discount is not the consequence of homophily or biased decision making, based on a comparison of postloan performance of firms with common auditor loans versus those with noncommon auditor loans. © CAAA","bank loan pricing; common auditor; information asymmetry; network effects; trust",,"Francis, J.R.; Maastricht UniversityNetherlands; email: francis@missouri.edu
Francis, J.R.; University of Technology SydneyAustralia; email: francis@missouri.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","All Open Access, Bronze",Scopus,2-s2.0-85096656435
"Gong G., Qu H., Tarrant I.","23992045100;57221037365;57220059005;","Earnings Forecasts and Price Efficiency after Earnings Realizations: Reduction in Information Asymmetry through Learning from Price*",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12615","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096634105&doi=10.1111%2f1911-3846.12615&partnerID=40&md5=631743cebb007088c8d958f726fbe443","Pennsylvania State University, United States; Kennesaw State University, United States; University at Buffalo, United States","Gong, G., Pennsylvania State University, United States; Qu, H., Kennesaw State University, United States; Tarrant, I., University at Buffalo, United States","When information asymmetry is a major market friction, earnings forecasts can lead to higher price efficiency even after the information in forecasts completely dissipates upon earnings realizations. We show this in an experimental market that features information asymmetry (i.e., some traders possess differential private information). Earnings forecasts reduce information asymmetry and lead to prices that reflect a greater amount of private information. Traders can learn more about others' information from prices. This information learned from past prices continues to reduce information asymmetry and improve price efficiency even after earnings realizations. We contribute to the disclosure literature by showing the evidence that the learning-from-price effect amplifies the impact of public disclosure on price efficiency. © CAAA","experimental market; information aggregation; information asymmetry; learning from price; price efficiency; public forecast",,"Qu, H.; Kennesaw State UniversityUnited States; email: hqu@kennesaw.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85096634105
"Bae G.S., Choi S.U.K., Lamoreaux P.T., Lee J.E.","24922964800;56701183000;56539692600;57208056223;","Auditors' Fee Premiums and Low-Quality Internal Controls",2020,"Contemporary Accounting Research",,,,"","",,,"10.1111/1911-3846.12602","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092587600&doi=10.1111%2f1911-3846.12602&partnerID=40&md5=5e99bd74ad907554cedd22e3f127de4b","Korea University, South Korea; Kyung Hee University, South Korea; Arizona State University, United States; Hongik University, South Korea","Bae, G.S., Korea University, South Korea; Choi, S.U.K., Kyung Hee University, South Korea; Lamoreaux, P.T., Arizona State University, United States; Lee, J.E., Hongik University, South Korea","We examine the relation between low-quality internal controls and audit fee premiums. Using a novel data set of audit hours and audit fees we find, consistent with the audit risk model, that auditors increase their effort (hours) owing to low internal control quality. We find that auditors also charge a significant fee premium to clients with internal control weaknesses. This premium is observed for severe internal control weaknesses and companies with low-quality alternative governance mechanisms. The results are robust to multiple methods to address endogeneity, including company fixed effects, difference-in-differences design, and a propensity score-matched sample. Taken as a whole, low internal control quality leads to fee premiums, which are a deadweight loss to client companies. © CAAA","audit fees; auditor effort; internal control; Korea; risk premium",,"Lamoreaux, P.T.; Arizona State UniversityUnited States; email: phillip.lamoreaux@asu.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85092587600
"Amin K., Eshleman J.D., Guo P.","56942262900;55651302300;57221011445;","Investor Sentiment, Misstatements, and Auditor Behavior*",2020,"Contemporary Accounting Research",,,,"","",,1,"10.1111/1911-3846.12616","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092586165&doi=10.1111%2f1911-3846.12616&partnerID=40&md5=5704ff59767093982ef8ae5072a42514","Stony Brook University, United States; Rutgers, The State University of New Jersey, Camden, United States","Amin, K., Stony Brook University, United States; Eshleman, J.D., Rutgers, The State University of New Jersey, Camden, United States; Guo, P., Rutgers, The State University of New Jersey, Camden, United States","High investor sentiment has been linked with opportunistic managerial behavior in the face of more optimistic investors and analysts. We extend this line of work by documenting that the likelihood of misstatements is higher when sentiment is high. Although this would suggest elevated audit risk, we posit that a contemporaneous reduction in auditors' litigation cost could drive down audit fees and going concern opinion (GCO) reporting conservatism in order to please clientele. Consistent with this notion, we document that auditors charge lower fees and report GCOs less conservatively when sentiment is high. However, this reduction in reporting conservatism is unwarranted; results reveal that auditors are less likely to issue GCOs to clients which subsequently file for bankruptcy during high sentiment periods. We conduct additional tests to examine whether auditors' litigation costs indeed vary with sentiment and document that auditors are less likely to be sued and the market reacts less negatively to misstatement announcements when sentiment is high. Collectively, our findings suggest that, although misstatement risk is increasing with sentiment, auditors' litigation risk actually declines. © CAAA","audit fees; auditor reporting accuracy; going concern opinions; investor sentiment; litigation risk; misstatements",,"Amin, K.; Stony Brook UniversityUnited States; email: keval.amin@stonybrook.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","",Scopus,2-s2.0-85092586165
"Riedl E.J., Sun E.Y., Wang G.","6701659485;57193888457;57204416752;","Sentiment, Loss Firms, and Investor Expectations of Future Earnings*",2020,"Contemporary Accounting Research",,,,"","",,1,"10.1111/1911-3846.12618","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091045563&doi=10.1111%2f1911-3846.12618&partnerID=40&md5=fc42b3144c9700e25c95cc0a6945b2b2","Boston University, United States; Suffolk University, United States","Riedl, E.J., Boston University, United States; Sun, E.Y., Boston University, United States; Wang, G., Suffolk University, United States","This study investigates the mispricing of market-wide investor sentiment by exploring the relation between sentiment and investor expectations of future earnings. Prior research argues that sentiment-driven mispricing should be most pronounced for hard-to-value firms, such as those reporting losses (Baker and Wurgler 2006). Using investor expectations of future earnings, we provide empirical results consistent with this behavioral finance theory. We predict and find that investors perceive losses to be more (less) persistent during periods of low (high) sentiment; that (in contrast) investors perceive profit persistence to be lower (higher) during periods of low (high) sentiment; and that the effects appear stronger for loss firms relative to profit firms. We also document predictable cross-sectional variation within losses (with the mispricing mitigated for losses associated with activities expected to generate future benefits), R&D, growth, large negative special items, and severe financial distress. Overall, our results document a new and important channel—investor expectations of future earnings—to explain sentiment-driven mispricing. © CAAA","earnings persistence; investor sentiment; losses; mispricing",,"Sun, E.Y.; Boston UniversityUnited States; email: yesun@bu.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Article in Press","All Open Access, Green",Scopus,2-s2.0-85091045563
"Wahid A.S., Welch K.","57188736102;57212405671;","Professional Directors and Governance Quality",2019,"Contemporary Accounting Research","36","4",,"2238","2282",,2,"10.1111/1911-3846.12525","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076606665&doi=10.1111%2f1911-3846.12525&partnerID=40&md5=2a7e89bd44023f777c6019ca811aeb2c","University of Toronto, Canada; George Washington University, United States","Wahid, A.S., University of Toronto, Canada; Welch, K., George Washington University, United States","We examine professional directors—board members with no employment outside of serving as independent directors. We find that boards with a higher percentage of professional directors engage in more acquisitions, experience lower acquisition announcement returns, and exhibit lower performance-turnover sensitivity and lower financial performance. We also examine the returns surrounding the appointment-announcement dates of professional directors and find that firms experience significantly lower cumulative abnormal returns upon the appointment announcement of professional directors as compared to nonprofessional directors. The negative returns are primarily experienced by firms that face greater agency issues, suggesting that the market does not value professional directors for stricter monitoring. Overall, our findings do not lend support for calls to professionalize corporate boards. © CAAA",,,"Wahid, A.S.; University of TorontoCanada; email: aida.wahid@rotman.utoronto.ca",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Final","",Scopus,2-s2.0-85076606665
"Arnold M.C., Tafkov I.D.","8889409700;36162114100;","Managerial Discretion and Task Interdependence in Teams",2019,"Contemporary Accounting Research","36","4",,"2467","2493",,1,"10.1111/1911-3846.12504","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075127760&doi=10.1111%2f1911-3846.12504&partnerID=40&md5=19c1688294cef7b954cfa5abb8d8a805","University of Bern, Switzerland; Georgia State University, United States","Arnold, M.C., University of Bern, Switzerland; Tafkov, I.D., Georgia State University, United States","This study investigates whether task interdependence in teams alters the effectiveness of managerial discretion in motivating team performance. Teams are particularly useful when employees' tasks are interdependent—that is, when the degree to which the increase in team performance resulting from a team member's effort depends on the effort and skills of the other team members. The reason is that the more interdependent tasks are, the more employees need to coordinate their actions and help one another to achieve their objectives. Prior research analyzing settings where task interdependence is absent suggests that providing managers with discretion over team bonus allocation can improve team performance relative to equal team bonus allocations because it strengthens the link between contributions to team output and rewards. Economic theory suggests that managerial discretion will also improve team performance when task interdependence is present and information is efficiently used. However, we use behavioral theory to predict that managerial discretion is less effective in the presence of task interdependence, because managers do not fully incorporate all relevant information into bonus decisions and because managerial discretion hurts coordination and helping, which is particularly problematic under task interdependence. We find that while discretion over compensation has a positive effect on team performance relative to equal bonus allocation when task interdependence is absent, it has a negative effect when task interdependence is present. Additional analyses provide support for our underlying theory. Results of our study contribute to both theory and practice by suggesting that, ironically, managerial discretion may be most useful when the potential benefits of employing teams are lowest and least useful when the potential benefits are highest. Our results help explain why firms often grant managers only partial or no discretion over team members' compensation. © CAAA",,,"Arnold, M.C.; University of BernSwitzerland; email: markus.arnold@iuc.unibe.ch",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Final","",Scopus,2-s2.0-85075127760
"Kadous K., Proell C.A., Rich J., Zhou Y.","6603060315;15063331900;7202729449;57205064444;","It Goes without Saying: The Effects of Intrinsic Motivational Orientation, Leadership Emphasis of Intrinsic Goals, and Audit Issue Ambiguity on Speaking Up",2019,"Contemporary Accounting Research","36","4",,"2113","2141",,7,"10.1111/1911-3846.12500","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074055585&doi=10.1111%2f1911-3846.12500&partnerID=40&md5=6f07197af61b82797decb132887c4cba","Goizueta Business School, Emory University, United States; TCU, United States; Illinois State University, United States; University of Illinois Urbana – Champaign, United States","Kadous, K., Goizueta Business School, Emory University, United States; Proell, C.A., TCU, United States; Rich, J., Illinois State University, United States; Zhou, Y., University of Illinois Urbana – Champaign, United States","Regulation requires auditors to raise significant audit issues and concerns to the attention of audit engagement leadership and requires leadership to encourage such communication. This research demonstrates, using an experiment and a survey, that audit team members' willingness to speak up about such issues is associated with their intrinsic motivational orientation. Based on this result, we test whether audit leadership can leverage this relationship to increase speaking up, particularly when audit issues are more ambiguous, by emphasizing intrinsic goals. Results across three additional experiments indicate that auditors whose leaders emphasize intrinsic goals, whether directly or through tone at the top and firm culture, are more likely to speak up than are other auditors. We also find that auditors are more likely to speak up when an audit issue is less versus more ambiguous. We conclude that leadership can fulfill their obligation to encourage upward communication by emphasizing intrinsic versus extrinsic goals, regardless of the level of ambiguity surrounding the audit issue. © CAAA",,,"Kadous, K.; Goizueta Business School, United States; email: kathyn.kadous@emory.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Final","",Scopus,2-s2.0-85074055585
"He Y., Tan H.-T., Yeo F., Zhang J.","57211458440;7403011560;57211460987;57214902153;","When Do Qualitative Risk Disclosures Backfire? The Effects of a Mismatch in Hedge Disclosure Formats on Investors' Judgments",2019,"Contemporary Accounting Research","36","4",,"2093","2112",,1,"10.1111/1911-3846.12518","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074043223&doi=10.1111%2f1911-3846.12518&partnerID=40&md5=130877314c27e2b4ffc50e8b4cbd9302","Shanghai Lixin University of Accounting and Finance, China; Nanyang Technological University, Singapore; University of South Carolina, United States; Nankai University, China","He, Y., Shanghai Lixin University of Accounting and Finance, China; Tan, H.-T., Nanyang Technological University, Singapore; Yeo, F., University of South Carolina, United States; Zhang, J., Nankai University, China","Disclosure standards mandate the quantitative disclosure of hedging-instrument-related risks but not the disclosure of hedged-item-related risks. We examine how a match (mismatch) in formats, caused by making quantitative (qualitative) hedged item disclosures alongside quantitative hedging instrument disclosures, affects investors' integration of information from these two related disclosures. Our first experiment varies the hedged item disclosure format (quantitative or qualitative) and the portion of risk hedged (small or large). We find that when disclosure formats are mismatched, the less comparable nature of the two disclosures caused investors to neglect the offsetting relationship when assessing net risks. As a result, risk and investment judgments were influenced by the more prominent quantitative hedging instrument disclosures. Our second experiment finds that the use of a qualitative debiaser that clarifies the relationship between the two disclosures led to the integration of information and mitigated this effect. © CAAA",,,"Tan, H.-T.; Nanyang Technological UniversitySingapore; email: ahttan@ntu.edu.sg",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Final","",Scopus,2-s2.0-85074043223
"Chung H.S.H., Hillegeist S.A., Park Y.-I., Wynn J.P.","57211453585;6507770507;57203432096;36709108800;","Capitalization of In-Process Research and Development under SFAS 141R and Information Asymmetry",2019,"Contemporary Accounting Research","36","4",,"2379","2407",,1,"10.1111/1911-3846.12508","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074030692&doi=10.1111%2f1911-3846.12508&partnerID=40&md5=3ac70867d472fc21cce5048b3b7a6a0c","California State University, United States; Arizona State University, United States; Nanyang Technological University, Singapore; University of Hawaii at Manoa, United States; Louisiana Tech University, United States","Chung, H.S.H., California State University, United States; Hillegeist, S.A., Arizona State University, United States; Park, Y.-I., Nanyang Technological University, Singapore, University of Hawaii at Manoa, United States; Wynn, J.P., Louisiana Tech University, United States","This study examines the effect of capitalizing acquired in-process research and development (IPR&D) on information asymmetry under Statement of Financial Accounting Standards No. 141 (R) (SFAS 141R). SFAS 141R requires acquirers to fully recognize IPR&D at fair value as an indefinite-lived intangible asset until completion or discontinuation of the project. Prior research suggests IPR&D capitalization will result in an improvement in the information environment. In contrast, we find no evidence that capitalizing IPR&D improved the information environment for IPR&D acquirers. Instead, most of our results suggest no significant change in information asymmetry for IPR&D acquirers during the post-SFAS 141R period, relative to the concurrent changes for non-IPR&D acquirers. In cases in which the results suggest a statistically significant increase, the economic magnitudes are relatively small. In addition, we find no evidence that IPR&D acquirers engaged in increased classification shifting between IPR&D and goodwill during the post-SFAS 141R period, as critics of capitalization had feared. © CAAA",,,"Hillegeist, S.A.; Arizona State UniversityUnited States; email: stephen.hillegeist@asu.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Final","",Scopus,2-s2.0-85074030692
"Wangerin D.","55382845400;","M&A Due Diligence, Post-Acquisition Performance, and Financial Reporting for Business Combinations",2019,"Contemporary Accounting Research","36","4",,"2344","2378",,5,"10.1111/1911-3846.12520","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074020459&doi=10.1111%2f1911-3846.12520&partnerID=40&md5=e2fb9dfcf50e2b15e2b1a475feb783c6","University of Wisconsin – Madison, United States","Wangerin, D., University of Wisconsin – Madison, United States","Before completing merger and acquisition (M&A) transactions, acquiring firms conduct due diligence. This process provides acquiring firms with a more informed assessment of the expected costs, benefits, and risks of an acquisition and offers one last opportunity to renegotiate or terminate an M&A transaction. However, acquiring firms must trade off the costs and benefits of performing additional due diligence versus completing the acquisition. Based on an analysis of the time to negotiate the acquisition agreement and complete the transaction, I predict and find that competitive pressures, short-term financial reporting incentives, and agency problems are associated with less due diligence. I also find that less due diligence is associated with lower post-acquisition profitability, a higher probability of acquisition-related goodwill impairments, and lower quality fair value estimates for the acquired assets and liabilities. These findings highlight due diligence as an important factor explaining cross-sectional variation in post-acquisition performance and financial reporting for business combinations. © CAAA",,,"Wangerin, D.; University of Wisconsin – MadisonUnited States; email: daniel.wangerin@wisc.edu",,"Wiley-Blackwell",08239150,,,,"English","Contemp. Account. Res.",Article,"Final","",Scopus,2-s2.0-85074020459
