Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Tregidga H., Milne M.J.","14049335300;7005520913;","Not at our table: Stakeholder exclusion and ant/agonistic engagements",2020,"Critical Perspectives on Accounting",,, 102265,"","",,,"10.1016/j.cpa.2020.102265","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097074925&doi=10.1016%2fj.cpa.2020.102265&partnerID=40&md5=0b97e1ee7111a7ae9914dcdd31930f60","School of Business and Management, Royal Holloway, University of London, Egham Hill, Egham, Surrey  TW20 0EX, United Kingdom; Department of Accounting and Information Systems, University of Canterbury, Private Bag 4800, Christchurch, New Zealand","Tregidga, H., School of Business and Management, Royal Holloway, University of London, Egham Hill, Egham, Surrey  TW20 0EX, United Kingdom; Milne, M.J., Department of Accounting and Information Systems, University of Canterbury, Private Bag 4800, Christchurch, New Zealand","This paper responds to calls for a pluralist approach to accounting and accountability research. It contributes to an emerging literature on stakeholder engagement that seeks to problematise extant practice and enquiry. Based on an environmental dispute over coal mining, it analyses stakeholder engagement through the lens of agonistic democracy. We develop a framework to illustrate and analyse how democracy in action occurs within the mining dispute. Our framework focuses on three interrelated levels: 1) the construction of the contested issue, 2) the construction of identities, and 3) the construction of spaces for engagement. Data sources include a large archive of publicly available material (published reports, online media, blogs and print media) and interviews with participants representing multiple conflicting positions. Findings indicate the tensions that exist at each of the three interrelated levels in our framework, each of which affects not only how engagement is ‘practiced’ but also how it can (and we would argue should) be researched. We contribute to the literature by providing a framework informed by agonistic democracy to analyse multi-stakeholder engagements in contested arenas. This framework broadens and opens up analyses of accountability relationships to contests over issues, rather than take organisation-centric foci, and to means of engagement beyond rational consensus seeking and reporting. It sheds light on conflict rather than shies away from it. © 2020 Elsevier Ltd","Accounting and accountability; Agonistic democracy; Mining disputes; Multi-stakeholder engagements",,"Tregidga, H.; School of Business and Management, Egham Hill, United Kingdom; email: Helen.Tregidga@rhul.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85097074925
"Pupovac S., Moerman L.","57087189200;8443027500;","Bringing Shell and Friends of the Earth on stage: A one-act spectacle of oil spills in the Niger Delta",2020,"Critical Perspectives on Accounting",,, 102264,"","",,,"10.1016/j.cpa.2020.102264","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097040816&doi=10.1016%2fj.cpa.2020.102264&partnerID=40&md5=9579b99c028a10b2cc4d8b3e2a3ef66e","School of Accounting, Economics and Finance Faculty of Business and Law, University of Wollongong, Australia","Pupovac, S., School of Accounting, Economics and Finance Faculty of Business and Law, University of Wollongong, Australia; Moerman, L., School of Accounting, Economics and Finance Faculty of Business and Law, University of Wollongong, Australia","This paper explores the spectacle of oil spills in the Niger Delta as a controversial dialogue between Royal Dutch Shell plc and the civil-society organization Friends of the Earth International (FoE). Using the theater metaphor, we create a one-act play as a spectacular production of dialogic engagement between Shell's corporate social responsibility (CSR) reports and an FoE shadow account. The paper reveals CSR practices as a contemporary manifestation of a disclosure spectacle, and shadow accounts as resistance in the form of parody. The study contributes to the theorizing of spectacle and adds to the discussion of resistance as a political act. © 2020 Elsevier Ltd","Friends of the Earth; Nigeria; Parody; Royal Dutch Shell; Shadow accounts; Spectacle",,"Pupovac, S.; School of Accounting, Australia; email: spupovac@uow.edu.au",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85097040816
"Kimani D., Ullah S., Kodwani D., Akhtar P.","57203572321;57200195234;6506922721;55397473800;","Analysing corporate governance and accountability practices from an African neo-patrimonialism perspective: Insights from Kenya",2020,"Critical Perspectives on Accounting",,, 102260,"","",,,"10.1016/j.cpa.2020.102260","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096550612&doi=10.1016%2fj.cpa.2020.102260&partnerID=40&md5=36da7c13ccba15540b7f813c09a08482","Essex Business School, University of Essex, Colchester, United Kingdom; Accounting Division, Nottingham University Business School, University of Nottingham, United Kingdom; Open University Business School, The Open University, United Kingdom; University of Aberdeen Business School, University of Aberdeen, United Kingdom; Imperial College London, United Kingdom","Kimani, D., Essex Business School, University of Essex, Colchester, United Kingdom; Ullah, S., Accounting Division, Nottingham University Business School, University of Nottingham, United Kingdom; Kodwani, D., Open University Business School, The Open University, United Kingdom; Akhtar, P., University of Aberdeen Business School, University of Aberdeen, United Kingdom, Imperial College London, United Kingdom","This paper examines corporate governance (CG) and corporate accountability practices in the African context, by focusing on the case of Kenya. Our data comprises a combination of 29 semi-structured interviews, field observations and archival evidence. We reveal how western-originated CG and accountability reforms are constrained or subverted by a vigorous neo-patrimonial regime. The Kenyan corporate sector has well defined legal-rational structures, including an elaborate corporate sector regulatory framework, professionals (i.e. accountants and auditors) and corporate boards. In contrast, however, informal networks and patronage interfere with the nomination and work of non-executive board members, thereby hindering the possibility of an independent monitoring of executive management. A conflictual and inadequately resourced regulatory framework plays a more symbolic than an effective regulative role in enforcing CG and accountability practices. We also find a widespread rent-seeking culture that significantly hinders the exercise of corporate accountability. Furthermore, external auditor independence is problematic due to conflicts of interest and the auditors’ dependence on advisory fees, thereby favouring a clientelist association with auditee firms. Overall, our findings reveal that CG and accountability practices, while ostensibly present in Kenya, are largely ineffective due to the influence of neo-patrimonial realities on the mind-set and actions of corporate actors. © 2020 Elsevier Ltd","Accounting; Africa, less developed countries; Corporate governance; Financial transparency; Neo-patrimonialism",,"Ullah, S.; Accounting Division, United Kingdom; email: subhan.ullah@nottingham.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85096550612
"Gilbert C.","57217443554;","The audit of public debt: Auditing as a device for political resistance in a neoliberal era",2020,"Critical Perspectives on Accounting",,, 102263,"","",,,"10.1016/j.cpa.2020.102263","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096547328&doi=10.1016%2fj.cpa.2020.102263&partnerID=40&md5=951712d06c027e5a6d5dc75c1dbe6b7f","Université Laval, Faculté des sciences de l'administration, 2325, rue de la Terrasse, Local 2537, Quebec City (Québec), G1V 0A6, Canada","Gilbert, C., Université Laval, Faculté des sciences de l'administration, 2325, rue de la Terrasse, Local 2537, Quebec City (Québec), G1V 0A6, Canada","Most neoliberalism accounting studies present accounting and auditing as tools to reaffirm and rationalize the neoliberal order, but this is not, in fact, universally true: they may also be mobilized within strategies of resistance to neoliberalism (Andrew & Cahill, 2017). However, the ways in which auditing can be used as a tool of resistance to the neoliberal order remains underexplored. The present paper contributes to the auditing literature by studying the case of the public debt renegotiation of Ecuador (2007–2009), in which the government specifically resorted to an audit of its public debt when it tried to renegotiate, at its advantage, an important cutback of said debt; a debt to which neoliberal measures have been tied. By examining the ways auditing was mobilized by the Ecuadorian government and the reactions of financial market actors to the debt audit, this paper provides insights into the role that auditing can play in society as a device of political resistance. © 2020 Elsevier Ltd","Accountability; Audit; Emotions; Legitimacy; Neoliberalism; Public debt; Resistance",,,,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85096547328
"Harvie D., Lightfoot G., Lilley S., Weir K.","6701636652;14030058000;7004315384;55503008100;","Social investment innovation and the ‘social turn’ of neoliberal finance",2020,"Critical Perspectives on Accounting",,, 102248,"","",,,"10.1016/j.cpa.2020.102248","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85096367480&doi=10.1016%2fj.cpa.2020.102248&partnerID=40&md5=2af974e007709f97a6825d2ba19adae2","University of Leicester, Centre for Philosophy and Political Economy, University Road, Leicester, LE1 7RH, United Kingdom","Harvie, D., University of Leicester, Centre for Philosophy and Political Economy, University Road, Leicester, LE1 7RH, United Kingdom; Lightfoot, G., University of Leicester, Centre for Philosophy and Political Economy, University Road, Leicester, LE1 7RH, United Kingdom; Lilley, S., University of Leicester, Centre for Philosophy and Political Economy, University Road, Leicester, LE1 7RH, United Kingdom; Weir, K., University of Leicester, Centre for Philosophy and Political Economy, University Road, Leicester, LE1 7RH, United Kingdom","The social turn in finance has brought with it a raft of innovations in finance and investment. For some this is a positive development that positions finance as a means for achieving positive social change. However, the notion that such innovation offers a softer or more benign finance is debated. In this paper we examine one recent innovation, social impact bonds (SIBs), and through a case study, we evaluate policy documents, press releases, interim reports and interviews with 4 key stakeholders in a recent UK SIB. In doing so, we contend that the case SIB embedded modalities of neoliberal governance further into contemporary social care and social relations. We argue that social investment is thus based around a model of inclusive neoliberalism and that the apparent innovations in social investment further embed finance and extractive logic deeper into social life. We conclude by suggesting that the practise of social investment will do nothing to resolve the social problems that they are designed to tackle. © 2020 Elsevier Ltd","Finance; Neoliberalism; Social impact bonds; Social investment",,"Weir, K.; University of Leicester, University Road, United Kingdom; email: khw11@le.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85096367480
"Llewellyn S., Begkos C., Ellwood S., Mellingwood C.","57206026398;56398440200;8607085000;57201132185;","Public value and pricing in English hospitals: Value creation or value extraction?",2020,"Critical Perspectives on Accounting",,, 102247,"","",,,"10.1016/j.cpa.2020.102247","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095607576&doi=10.1016%2fj.cpa.2020.102247&partnerID=40&md5=8507fab7f85869eb2ad6a5c992c3e3b8","The University of Manchester, Alliance Manchester Business School, Manchester, M15 6PB, United Kingdom; University of Bristol, Bristol, BS8 1TU, United Kingdom","Llewellyn, S., The University of Manchester, Alliance Manchester Business School, Manchester, M15 6PB, United Kingdom; Begkos, C., The University of Manchester, Alliance Manchester Business School, Manchester, M15 6PB, United Kingdom; Ellwood, S., University of Bristol, Bristol, BS8 1TU, United Kingdom; Mellingwood, C., The University of Manchester, Alliance Manchester Business School, Manchester, M15 6PB, United Kingdom","Value creation happens when hospitals provide new services or clinicians deliver existing services in better or more cost efficient ways. On the other hand, those who deliver healthcare can extract financial value from the system. Cost-based prices are now potent measures of financial value for profit centres in English hospitals. Here, we focus on the ramifications of these cost-based prices for creating or extracting value in the health care system. Our empirical data is drawn from: first, semi-structured interviews with Clinical Directors who head up profit centres in English hospitals; and, second, documentary sources which reveal how accounting drives costing for health treatments. From these data sources we identify three valuing activities which mobilise cost-based prices: “bubble” charts; “up-coding” and business cases in the context of a joint venture. We conclude that cost-based pricing can create public value because it incentivizes clinical activity and can be used to enhance health care quality. But the traditional accounting mode for cost-based pricing advantages standardised care while disadvantaging complex care, this generates opportunities for value extraction for those, including some private sector providers, who deliver standardised care. Our analysis encompasses three different levels: the profit centre based on a specialty, the hospital and the entire health care system. This broad appraisal reveals that value creation at the level of the individual profit centre can become value extraction for the hospital and the health care system as a whole. © 2020 Elsevier Ltd","Healthcare; Price; Privatization; Value creation; Value extraction; Valuing",,"Llewellyn, S.; The University of Manchester, United Kingdom; email: sue.llewellyn@manchester.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85095607576
"Kingston K.L., Furneaux C., de Zwaan L., Alderman L.","57097949300;24175532200;43762039800;57204665141;","Avoiding the accountability ‘sham-ritual’: An agonistic approach to beneficiaries’ participation in evaluation within nonprofit organisations",2020,"Critical Perspectives on Accounting",,, 102261,"","",,,"10.1016/j.cpa.2020.102261","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85095602288&doi=10.1016%2fj.cpa.2020.102261&partnerID=40&md5=1c4583f1aaae21cef6a9bb76f543421e","School of Accountancy, Queensland University of Technology (QUT), 2 George St, Brisbane, Qld  4000, Australia; Australian Centre for Philanthropy and Nonprofit Studies, Queensland University of Technology (QUT), 2 George St, Brisbane, Qld  4000, Australia; Department of Accounting, Finance and Economics, Griffith University, Parklands Drive, Southport, Qld  4215, Australia; Academic Quality Unit, University of Southern Queensland, West St, Toowoomba, Qld  4350, Australia","Kingston, K.L., School of Accountancy, Queensland University of Technology (QUT), 2 George St, Brisbane, Qld  4000, Australia; Furneaux, C., Australian Centre for Philanthropy and Nonprofit Studies, Queensland University of Technology (QUT), 2 George St, Brisbane, Qld  4000, Australia; de Zwaan, L., Department of Accounting, Finance and Economics, Griffith University, Parklands Drive, Southport, Qld  4215, Australia; Alderman, L., Academic Quality Unit, University of Southern Queensland, West St, Toowoomba, Qld  4350, Australia","The research presented within this paper case studies two nonprofit organisations in order to gain the perspectives of beneficiaries, staff, and board members on the participation of beneficiaries in evaluating the organisation. The aim of the research is to reconsider more traditional beneficiary participative evaluation approaches through the critical lens of dialogic accounting theory. The research draws on theories of dialogic accounting and transformative participatory evaluation to posit an agonistic approach to beneficiary participative evaluation. Findings reveal the importance of considering patterns of beneficiary engagement within the nonprofit organisation, what beneficiaries want the outcome of the evaluation to be, and the operation of pluralism at multiple levels. All of these are important so as to avoid an accountability ‘sham-ritual’, where beneficiary engagement is symbolic rather than substantive. Findings lead to the development of participative evaluation frameworks for each case studied. © 2020 Elsevier Ltd","Agonistic pluralism; Beneficiary accountability; Dialogic accounting theory; Nonprofit organisations; Participative evaluation",,"Kingston, K.L.; School of Accountancy, 2 George St, Australia; email: kl.kingston@hdr.qut.edu.au",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85095602288
"Jayasinghe K., Adhikari P., Soobaroyen T., Wynne A., Malagila J., Abdurafiu N.","24399046500;55353987800;23398553900;7004196364;56582331300;57219414929;","Government accounting reforms in Sub-Saharan African countries and the selective ignorance of the epistemic community: A competing logics perspective",2020,"Critical Perspectives on Accounting",,, 102246,"","",,1,"10.1016/j.cpa.2020.102246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092659623&doi=10.1016%2fj.cpa.2020.102246&partnerID=40&md5=7bef2fcf73f0beeacb42c10db7fbfbeb","University of Essex, United Kingdom; University of Leicester, United Kingdom; University of Southampton, United Kingdom; University of Coventry, United Kingdom","Jayasinghe, K., University of Essex, United Kingdom; Adhikari, P., University of Essex, United Kingdom; Soobaroyen, T., University of Essex, United Kingdom; Wynne, A., University of Leicester, United Kingdom; Malagila, J., University of Southampton, United Kingdom; Abdurafiu, N., University of Coventry, United Kingdom","The objective of this paper is two-fold. First, it assesses existing local accounting and financial reporting practices in Sub-Saharan Africa (SSA), focusing on the extent to which recent government financial statements published by ten selected countries adhere to mainstream qualitative features of public sector reporting. Second, it investigates the multiple institutional logics at play in the context of government accounting reforms (GARs) in SSA, involving international organisations, epistemic community members, policy makers and local actors. Data for the study are drawn from a content analysis and disclosure scoring of ten SSA government financial statements, supplemented by forty semi-structured interviews carried out in Nigeria and Tanzania. Our findings demonstrate how the generalised assumptive logics of international organisations, coupled with the market and professional logics of epistemic community members and state logics of local politicians, have led to the marginalisation of ‘good’ existing accounting and financial reporting practice in SSA (as reflected by the extent to which government financial statements adhere to mainstream features of public sector reporting) - while providing the countries with a strong impetus for undertaking a transition towards large-scale GARs involving accrual accounting and IPSASs. The role of the epistemic community in selectively ignoring the positive aspects of local accounting practice is a significant impediment. In this way, members of this epistemic community continue to execute their ‘relational power’ generated through professional knowledge, expertise and elite connections over the local actors, hence upholding the generalised assumptive logics. The paper argues that public accountability and transparency can be strengthened in SSA countries provided there is an ‘intelligent’ application of existing regulations and accounting systems, rather than seeking to merely replace them with externally imposed large-scale GARs. © 2020","Epistemic community; Government accounting reforms; Institutional logics; Sub-Sahara Africa",,"Jayasinghe, K.; Essex Business School (EBS), Wivenhoe Park, United Kingdom; email: knjay@essex.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85092659623
"Ogharanduku B.E., William J.J., Paterson A.S.","57219390855;57219393390;55207013400;","Beautiful SWAN, or ugly duckling? The attempt to reduce gender inequality by the society of women accountants of Nigeria",2020,"Critical Perspectives on Accounting",,, 102245,"","",,,"10.1016/j.cpa.2020.102245","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092495965&doi=10.1016%2fj.cpa.2020.102245&partnerID=40&md5=76e6ba49274194889784c8f76aa65c3c","Sheffield Business School, College of Business, Technology and Engineering, Sheffield Hallam University, Howard St, Sheffield, S1 1WB, United Kingdom; Business School, University of Aberdeen Business School, MacRobert Building, 581 King Street, Aberdeen, AB24 5UD, United Kingdom","Ogharanduku, B.E., Sheffield Business School, College of Business, Technology and Engineering, Sheffield Hallam University, Howard St, Sheffield, S1 1WB, United Kingdom; William, J.J., Business School, University of Aberdeen Business School, MacRobert Building, 581 King Street, Aberdeen, AB24 5UD, United Kingdom; Paterson, A.S., Business School, University of Aberdeen Business School, MacRobert Building, 581 King Street, Aberdeen, AB24 5UD, United Kingdom","The global issue of women's marginalisation in the accounting profession has received significant attention from researchers but tends to focus on women's work in public accounting firms, rather than their leadership in professional associations, and has as yet failed to explore the African context. Additionally, it is often argued that when women are involved in leadership positions, they can transform inequality by highlighting and reversing practices that marginalise women, but whether this happens in practice is overlooked in the accounting literature. In this study we begin to address these gaps by using Huffman's (Huffman, 2016) conceptualisation of women leaders as agents of change or cogs in the machine to articulate the role and impact of a Nigerian female body of accountants on inequality in the Nigerian accounting profession. Our findings reveal a complex scenario showing that while women leaders may transform inequality positively, underlying sociocultural pressures have the potential to divert and subvert long run change. Thus, our findings suggest that either women leaders play a transitory role in transforming gender inequality in the accounting profession and society, or that their role becomes transitory if focus on the original emancipatory objectives is lost. © 2020 Elsevier Ltd",,,"Ogharanduku, B.E.; Sheffield Business School, Howard St, United Kingdom; email: b.ogharanduku@shu.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85092495965
"Seny Kan K.A., Agbodjo S., Gandja S.V.","57189576886;56586066900;56866263400;","Accounting polycentricity in Africa: Framing an ‘accounting and development’ research agenda",2020,"Critical Perspectives on Accounting",,, 102234,"","",,,"10.1016/j.cpa.2020.102234","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092317674&doi=10.1016%2fj.cpa.2020.102234&partnerID=40&md5=24d875b28904a114f75dcb5f7420c3f5","Otago Business School, University of Otago, New Zealand; LGCO, University of Toulouse 3 Paul Sabatier, France; Kedge Business School, France","Seny Kan, K.A., Otago Business School, University of Otago, New Zealand; Agbodjo, S., LGCO, University of Toulouse 3 Paul Sabatier, France; Gandja, S.V., Kedge Business School, France","This paper reviews the accounting literature on Africa development using the notion of polycentricity. The revived debates on accounting in developing countries indicate the need to link accounting and development, which implies that the accounting literature neglects the elements to do so. We question this starting from two points of reasoning. First, the exclusion of scholarly contributions from less developed countries in the international academic debates has been widely acknowledged. Second, over recent years, numerous contributions on organizational and accounting issues have appeared, but are too fragmented to constitute a coherent academic and intellectual corpus. Our review draws on 171 papers on accounting research on Africa in 33 accounting journals over the past four decades, utilizing an accounting and development research framework of polycentricity, which has two major features: actors intervening at three analytical levels (constitutive, collective, and operational) and their actions, to identify areas that may sustain the growing momentum of accounting and development research. © 2020 Elsevier Ltd","Accounting; Africa; Development; Institutional Analysis and Development; Literature review; Polycentricity",,"Seny Kan, K.A.; Otago Business School, New Zealand; email: konan.senykan@otago.ac.nz",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85092317674
"Roslender R., Nielsen C.","6603377492;13005497400;","Accounting for the value expectations of customers: Re-imagining the Integrated Reporting initiative",2020,"Critical Perspectives on Accounting",,, 102244,"","",,,"10.1016/j.cpa.2020.102244","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092011809&doi=10.1016%2fj.cpa.2020.102244&partnerID=40&md5=f027efb366aff976f0af1800a6b0c207","Aalborg University Business School, Fibigerstraede 11, Aalborg, 9220, Denmark; Aalborg University Business School, Fibigerstraede 2, Aalborg, 9220, Denmark","Roslender, R., Aalborg University Business School, Fibigerstraede 11, Aalborg, 9220, Denmark; Nielsen, C., Aalborg University Business School, Fibigerstraede 2, Aalborg, 9220, Denmark","This paper contributes to the critique of Integrated Reporting as a prelude to begin to re-imagine it as a potentially progressive development. Although it is possible to identify a number of important grounds on which to reject Integrated Reporting as an initiative of this sort, the paper pursues a further excavation of two key Integrated Reporting components, value creation and the business model, and identifies the customer and her/his value expectations as a credible basis for re-imagining Integrated Reporting in a more positive fashion. © 2020 Elsevier Ltd","Business models; Customer value creation and delivery; Integrated Reporting",,,,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85092011809
"Malmmose M., Kure N.","56190968400;57195201936;","Putting the patient first? The story of a decoupled hospital management quality initiative",2020,"Critical Perspectives on Accounting",,, 102233,"","",,,"10.1016/j.cpa.2020.102233","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090306205&doi=10.1016%2fj.cpa.2020.102233&partnerID=40&md5=4dae751fdd2d67904899c018f87d8a01","Department of Management, Aarhus School of Business and Social Sciences, Aarhus University, Fuglesangsalle 4, Aarhus V, 8210, Denmark","Malmmose, M., Department of Management, Aarhus School of Business and Social Sciences, Aarhus University, Fuglesangsalle 4, Aarhus V, 8210, Denmark; Kure, N., Department of Management, Aarhus School of Business and Social Sciences, Aarhus University, Fuglesangsalle 4, Aarhus V, 8210, Denmark","This paper depicts the progress of a hospital management quality pilot project through the lens of institutional theory. Nine hospital departments were chosen to change their management control system from a strict top-down productivity focus to a locally developed performance measurement system based on a patient focus. Thus, the management control system was changed with the aim of enhancing the social impact of the provided hospital services by integrating a patient focus. The paper portrays a three-year evolution through management narratives. Findings evidence initial embracement of the project followed by gradual operational management discouragement due to external productivity pressures and internal data issues. Despite these challenges, the regional management highlighted the project as a success and expanded it to the remaining departments. Thus, we find that the project became decoupled rather than institutionalized due to a sustained productivity logic. Through the lens of institutional theory, we argue that a decoupling of the patient focused project happens because of a surprisingly strong institutionalized productivity logic. We suggest that in this context of strong coupling of previous systems, organizations may paradoxically engage in decoupling practices that are intended to support their professional core practices but instead protect the administrative logic of efficiency and productivity. © 2020 Elsevier Ltd","Critical study; Hospital; Institutional Theory; Performance measures; Quality",,"Malmmose, M.; Department of Management, Fuglesangsalle 4, Denmark; email: mmalmmose@mgmt.au.dk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85090306205
"Edgley C.R., Holland K.M.","36023538300;7103389775;","“Unknown unknowns” and the tax knowledge gap: Power and the materiality of discretionary tax disclosures",2020,"Critical Perspectives on Accounting",,, 102227,"","",,,"10.1016/j.cpa.2020.102227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090145633&doi=10.1016%2fj.cpa.2020.102227&partnerID=40&md5=16ba542cc8ab1015aea2c42f5f8549b0","Accounting and Finance, United Kingdom; Accounting and Taxation, Cardiff Business School, United Kingdom","Edgley, C.R., Accounting and Finance, United Kingdom; Holland, K.M., Accounting and Taxation, Cardiff Business School, United Kingdom","Material misstatements in corporate tax disclosures have widespread economic and social impacts. Our study investigates how disciplinary power flows through communication channels between institutional investors and senior executives to normalise understandings of tax disclosures as an instrument of social control. Adopting a governmentality approach, we analyse interview data, in the UK and Australia, to query how power guides the willing subjectivity of senior executives to provide an account of tax performance that is aligned to institutional investor information expectations, given tax complexity. At this interface between financial reporting and tax regulation, disciplinary power, when combined with regulatory fear, routinize the production of simplified, plausible but sanitised stories. This provides institutional investors with what they need to know while avoiding the risk of attracting the attention of the tax regulator but limits the value of the information flow. Furthermore, mutually consensual, self-disciplining dramaturgical rituals between executives and institutional investors allow complex tax issues to be glossed over to focus on other more comfortable, productive areas of corporate performance. Power works in a subtle way to reproduce beliefs that complex tax details are less material and should be kept below the radar. This creates a tax knowledge gap with the potential for material ‘unknown unknowns’ to exist. © 2020 Elsevier Ltd",,,"Edgley, C.R.; Accounting and FinanceUnited Kingdom; email: edgleyCR@cardiff.ac.uk",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85090145633
"Perkiss S., Bernardi C., Dumay J., Haslam J.","57193267625;57191921968;16237803000;7005340817;","A sticky chocolate problem: Impression management and counter accounts in the shaping of corporate image",2020,"Critical Perspectives on Accounting",,, 102229,"","",,,"10.1016/j.cpa.2020.102229","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090056736&doi=10.1016%2fj.cpa.2020.102229&partnerID=40&md5=41a828bfe83f1447060445b6f35b62a5","School of Accounting, Economics and Finance, University of Wollongong, Northfields Avenue, Wollongong, NSW  2522, Australia; The Open University Business School, The Open University, Milton Keynes, MK7 6AA, United Kingdom; Department of Accounting and Corporate Governance, Macquarie University, E4A Eastern Road, North Ryde, NSW  2109, Australia; Sheffield University Management School, University of Sheffield, Conduit Road, Sheffield, S10 2TN, United Kingdom","Perkiss, S., School of Accounting, Economics and Finance, University of Wollongong, Northfields Avenue, Wollongong, NSW  2522, Australia; Bernardi, C., The Open University Business School, The Open University, Milton Keynes, MK7 6AA, United Kingdom; Dumay, J., Department of Accounting and Corporate Governance, Macquarie University, E4A Eastern Road, North Ryde, NSW  2109, Australia; Haslam, J., Sheffield University Management School, University of Sheffield, Conduit Road, Sheffield, S10 2TN, United Kingdom","Demand for chocolate is at an all-time high. However, producing chocolate comes with some sticky social, environmental and economic problems. This paper focuses on the issues of child labour, forced child labour and unsustainable farming practice within the chocolate industry, and specifically on the discourse about Nestlé’s Ivory Coast cocoa supply chain. We analyse corporate disclosures, related counter accounts and subsequent responses in new and old media as a dynamic communication process. A mobilising of Goffman's (1959) dramaturgical metaphor of impression management contextualises each communication as a performance towards an audience. Behind the communications is Nestlé’s need to repair its legitimacy – because child labour and unsustainable farming exist in its cocoa supply chain – and the audience's vested interests in their counter-performances. The Nestlé case offers substantive and nuanced insights into corporate disclosure and communication practices, how the Internet is changing the more unidirectional performances of the past, and how appreciation of counter accounts and subsequent responses to counter accounts contributes to theoretical understanding as well as provides insights into the plight of cocoa's child labourers. © 2020 Elsevier Ltd","Corporate communications; Corporate disclosure; Counter account responses; Impression management; Legitimacy",,"Perkiss, S.; School of Accounting, Northfields Avenue, Australia; email: sperkiss@uow.edu.au",,"Academic Press",10452354,,,,"English","Crit. Perspect. Account.",Article,"Article in Press","",Scopus,2-s2.0-85090056736
