Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Henry E., Hu N., Jiang X.","23492378900;57214228794;57214230597;","Relative Emphasis on Non-GAAP Earnings in Conference Calls: Determinants and Market Reaction",2020,"European Accounting Review","29","1",,"169","197",,,"10.1080/09638180.2019.1664312","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078497802&doi=10.1080%2f09638180.2019.1664312&partnerID=40&md5=f965f0c01058054cbe46244840c35283","Stevens Institute of Technology, Hoboken, NJ, United States; Xi’an Jiaotong University, Xi'an, China","Henry, E., Stevens Institute of Technology, Hoboken, NJ, United States; Hu, N., Xi’an Jiaotong University, Xi'an, China; Jiang, X., Stevens Institute of Technology, Hoboken, NJ, United States","We use textual analysis to examine whether non-GAAP earnings receive greater emphasis than GAAP earnings in the conference calls that accompany earnings announcements. We measure relative emphasis, i.e. prominence, based on the first appearance or frequency of GAAP and non-GAAP earnings per share (EPS) dollar amounts in the transcripts of conference calls. To complement our analysis of relative emphasis on non-GAAP earnings, we measure general non-GAAP content using frequency counts of keywords. We find that firms place greater relative emphasis on non-GAAP earnings and include more general non-GAAP content when the non-GAAP results exceed the GAAP results, when the non-GAAP results achieve a benchmark that the GAAP results missed, and when the firm’s GAAP earnings are less value-relevant. We find somewhat weak evidence that impression-management motivation is the dominant explanation for greater relative emphasis on non-GAAP earnings but not for general non-GAAP content. Overall, the construct and measurement of relative emphasis on non-GAAP earnings and general non-GAAP content differ, but results indicate they are complements in explaining the market response to earnings conference calls. © 2020, © 2020 European Accounting Association.","Conference calls; Disclosure emphasis; Non-GAAP; Text mining",,"Hu, N.; Xi'an Jiaotong University, Xianning West Road, China; email: hunan4@mail.xjtu.edu.cn",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85078497802
"Athanasakou V., Eugster F., Schleicher T., Walker M.","16645031400;57191210171;16445242500;23006805100;","Annual Report Narratives and the Cost of Equity Capital: U.K. Evidence of a U-shaped Relation",2020,"European Accounting Review","29","1",,"27","54",,3,"10.1080/09638180.2019.1707102","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078415201&doi=10.1080%2f09638180.2019.1707102&partnerID=40&md5=565c276e4ac5fa329886cfb9495f9a12","Sobey School of Business, Saint Mary’s University, Halifax, NS, Canada; Department of Accounting, Stockholm School of Economics, Stockholm, Sweden; Alliance Manchester Business School, Manchester, United Kingdom","Athanasakou, V., Sobey School of Business, Saint Mary’s University, Halifax, NS, Canada; Eugster, F., Department of Accounting, Stockholm School of Economics, Stockholm, Sweden; Schleicher, T., Alliance Manchester Business School, Manchester, United Kingdom; Walker, M., Alliance Manchester Business School, Manchester, United Kingdom","We hypothesize and test for a U-shaped relation between the cost of equity capital and the level of disclosure in annual report narratives. Using a computer-generated word-count-based index of the level of disclosure in U.K. annual report narratives, we document a negative relation with the cost of equity capital at low levels of disclosure, and a positive relation at higher levels of disclosure, together implying the presence of an optimal level of disclosure. We interpret the positive relation at higher levels of disclosure as evidence of uninformative clutter increasing the cost of equity capital. Additional analyses indicate the presence of both firm-level learning and regulatory corporate reporting initiatives as factors shaping adjustments towards optimum levels of disclosure. © 2020, © 2020 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Clutter; Disclosure Optimum; Learning Effects; Narratives",,"Walker, M.; Alliance Manchester Business School, Booth Street East, United Kingdom; email: martin.walker@manchester.ac.uk",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85078415201
"Caglio A., Melloni G., Perego P.","24778006100;56667163500;35190932000;","Informational Content and Assurance of Textual Disclosures: Evidence on Integrated Reporting",2020,"European Accounting Review","29","1",,"55","83",,9,"10.1080/09638180.2019.1677486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076549016&doi=10.1080%2f09638180.2019.1677486&partnerID=40&md5=5b27635293809927a3357f217ca7c3ed","Department of Accounting, Bocconi University–SDA, Bocconi, Italy; Department of Accounting, HEC Lausanne–University of Lausanne, Lausanne, Switzerland; Faculty of Economics & Management, Free University of Bolzano-Bozen, Bolzano, Italy","Caglio, A., Department of Accounting, Bocconi University–SDA, Bocconi, Italy; Melloni, G., Department of Accounting, HEC Lausanne–University of Lausanne, Lausanne, Switzerland; Perego, P., Faculty of Economics & Management, Free University of Bolzano-Bozen, Bolzano, Italy","This paper examines the economic benefits associated with textual attributes and the external assurance of integrated reporting (IR), an innovative form of corporate disclosure that connects financial and environmental, social and governance (ESG) information in a single report. We investigate the setting of South Africa, where IR has been mandatory since 2010 for listed companies. We find that IR readability is associated with a higher market valuation, conciseness with higher stock liquidity and tone bias with less dispersed analysts’ estimates. Results suggest that market participants appreciate IRs that are readable, short and focused, as well as hint at tone management strategies targeting analysts. We also show that assurance on IR moderates the negative effects of poor textual attributes: if firms publish IRs that are difficult to read but assure them, this compensates for the negative influence of reading difficulty on a market value; if long IRs are assured, this dampens the negative effect of verbosity on liquidity; if firms assure IRs, analysts’ forecast dispersion is lower, therefore suggesting that assurance acts as a credibility-enhancing mechanism for external users. Finally, we show that textual attributes and assurance matter for broader audiences interested in the ESG dimensions of a firm’s performance. © 2019, © 2019 European Accounting Association.","Assurance; Capital market effects; Integrated reporting; Textual analysis",,"Melloni, G.; Department of Accounting, Switzerland; email: gaia.melloni@unil.ch",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85076549016
"Andreicovici I., Jeny A., Lui D.","55522287500;57110362200;55437459600;","Disclosure Transparency and Disagreement Among Economic Agents: The Case of Goodwill Impairment",2020,"European Accounting Review","29","1",,"1","26",,2,"10.1080/09638180.2019.1677259","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074557904&doi=10.1080%2f09638180.2019.1677259&partnerID=40&md5=1232a213bf011fb47ac7c3b522ba7e0c","Frankfurt School of Finance and Management, Frankfurt, Germany; ESSEC Business School, Cergy-Pontoise, France","Andreicovici, I., Frankfurt School of Finance and Management, Frankfurt, Germany; Jeny, A., ESSEC Business School, Cergy-Pontoise, France; Lui, D., ESSEC Business School, Cergy-Pontoise, France","We examine whether more transparent disclosure about goodwill impairment tests conveys useful information to sell-side analysts about the parameters used in the complex and often opaque impairment testing process. Drawing on a sample of European companies from 2006 to 2014, we construct a unique dataset on the transparency of goodwill impairment disclosure and develop two analyst disagreement measures by extracting analysts’ opinions about firms’ impairment decisions in brokers’ reports. We show that the level of disclosure transparency is negatively associated with both disagreement among analysts, a proxy for information uncertainty, and disagreement between analysts and managers, a proxy for information asymmetry. Further, we find that discount-rate-related disclosure transparency is associated with both types of analyst disagreement, while cash-flow-related disclosure transparency is associated with disagreement between analysts and managers only. Our paper speaks to the usefulness of goodwill impairment test disclosures to analysts, while also highlighting that opportunistic and boilerplate disclosure by some firms hampers the ability to resolve information asymmetry and information uncertainty. © 2019, © 2019 European Accounting Association.","Corporate Disclosure; Disagreement; Goodwill Impairment; Sell-side Analysts",,"Jeny, A.; ESSEC Business SchoolFrance; email: anne.jeny@essec.edu",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85074557904
"Cannon J.N., Ling Z., Wang Q., Watanabe O.V.","36634016500;55606736900;57211995592;57199407334;","10-K Disclosure of Corporate Social Responsibility and Firms’ Competitive Advantages",2020,"European Accounting Review","29","1",,"85","113",,3,"10.1080/09638180.2019.1670223","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074048568&doi=10.1080%2f09638180.2019.1670223&partnerID=40&md5=a66b634096ff56c1614dbf8eabe7595c","School of Accountancy, Jon M. Huntsman College of Business, Utah State University, Logan, UT, United States; Department of Accounting, Debbie and Jerry Ivy College of Business, Iowa State University, Ames, IA, United States","Cannon, J.N., School of Accountancy, Jon M. Huntsman College of Business, Utah State University, Logan, UT, United States; Ling, Z., Department of Accounting, Debbie and Jerry Ivy College of Business, Iowa State University, Ames, IA, United States; Wang, Q., Department of Accounting, Debbie and Jerry Ivy College of Business, Iowa State University, Ames, IA, United States; Watanabe, O.V., Department of Accounting, Debbie and Jerry Ivy College of Business, Iowa State University, Ames, IA, United States","In this paper, we offer evidence that disclosure of corporate social responsibility (CSR) in the 10-K provides information about firms’ competitive advantages. We create a textual measure of CSR disclosure that aggregates CSR keywords found in 10-Ks. We measure firms’ competitive advantages by using levels of and persistence of industry-adjusted gross margin; selling, general, and administrative (SG&A) margin; and operating margin. We first show that 10-K CSR disclosure intensity is associated with lower levels of gross margin but higher SG&A margin. We then observe that firms with more CSR keywords in their 10-Ks maintain more persistent above-industry-median gross and operating margins. Upon sorting our full set of 10-K CSR keywords into three subcategories (philanthropy, business practice, and product), we find that the intensities of disclosure in these CSR subcategories have associations with varying competitive advantages. © 2019, © 2019 European Accounting Association.","Competitive advantage; Corporate social responsibility; Non-financial disclosure; Operating performance",,"Watanabe, O.V.; Department of Accounting, 3157 Gerdin Business Building, 2167 Union Drive, United States; email: watanabe@iastate.edu",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85074048568
"Hasan M.M.","56489515600;","Readability of Narrative Disclosures in 10-K Reports: Does Managerial Ability Matter?",2020,"European Accounting Review","29","1",,"147","168",,2,"10.1080/09638180.2018.1528169","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053861753&doi=10.1080%2f09638180.2018.1528169&partnerID=40&md5=0e39c6e1c9bf1eb85ebaa2df87209f74","School of Economics and Finance, Curtin University, Perth, Australia","Hasan, M.M., School of Economics and Finance, Curtin University, Perth, Australia","This study examines the association between managerial ability and the readability of narrative disclosures in 10-K reports. Using a large US sample from 1994 to 2015, we find that managerial ability is significantly positively associated with the readability of narrative disclosures in 10-K reports. We also find that this association is more pronounced for firms with high levels of profitability. In addition, firms’ financial performance mediates the association between managerial ability and the readability of 10-K reports. Further analysis shows that the association was more pronounced before the implementation of the plain English disclosure rules. These results are robust to alternative specifications of managerial ability, 10-K report readability, and the endogeneity concern. Overall, findings from this study suggest that managerial ability matters for improving the readability of corporate disclosures. © 2018, © 2018 European Accounting Association.","10-K reports; Managerial ability; Readability",,"Hasan, M.M.; School of Economics and Finance, Kent Street, Australia; email: Mostafa.Hasan@curtin.edu.au",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85053861753
"Tekathen M.","55711322900;","Unpacking the Fluidity of Management Accounting Concepts: An Ethnographic Social Site Analysis of Enterprise Risk Management",2019,"European Accounting Review","28","5",,"977","1010",,3,"10.1080/09638180.2019.1575759","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073554938&doi=10.1080%2f09638180.2019.1575759&partnerID=40&md5=f0b30915ac3658d57101567fe887043a","Department of Accountancy, John Molson School of Business, Concordia University, Montreal, Canada","Tekathen, M., Department of Accountancy, John Molson School of Business, Concordia University, Montreal, Canada","This study offers new insights into what renders management accounting concepts (MACs) fluid. Extant literature depicts how fluidity is an effect of heterogeneous associations among actors, which translate and mobilize them in situated and variegated forms. This focus on heterogeneous arrangements, however, tends to neglect the role of practices and how these practices render MACs fluid. Hence, the study investigates how practices, together with arrangements, which Schatzki (2002. The site of the social: A philosophical account of the constitution of social life and change. University Park, PA: Pennsylvania State University Press) refers to as ‘site’ (i.e. a mesh-work of practice-arrangement bundles), are implicated in MACs’ fluidity. To do so, an ethnography of the MAC ‘Enterprise Risk Management’ (ERM) at the largest division of a multi-national manufacturer was conducted. By analyzing attended risk meetings, the paper shows the ways in which the ERM site prefigures multitudinous paths for carrying on and carrying out risk management activities, which in turn, render the ERM site into a fluid space of intelligibility. These findings indicate that MACs’ fluidity is associated with multidimensional prefigurements that the site produces. With these insights, the paper contributes to understanding how the situated functionality of management accounting comes about, and reveals nuances and multiplicities amid the enabling and constraining space for actions that practiced MACs as mesh-work engender. © 2019, © 2019 European Accounting Association.","Enterprise risk management; Ethnography; Fluidity; Management accounting concepts; Site ontology",,"Tekathen, M.; Department of Accountancy, 1450 Guy Street, MB 14.225, Canada; email: Matthaeus.Tekathen@concordia.ca",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85073554938
"Miwa K.","57209412202;","Welfare Effects of Endogenous Information Acquisition and Disclosure in Duopoly Markets",2019,"European Accounting Review","28","5",,"1011","1026",,,"10.1080/09638180.2019.1615969","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067677741&doi=10.1080%2f09638180.2019.1615969&partnerID=40&md5=2ff40e14d9f8f5c73803e3606aa9fdac","Graduate School of Economics, Osaka University, Toyonaka, Japan","Miwa, K., Graduate School of Economics, Osaka University, Toyonaka, Japan","This paper investigates the interaction between firms' information acquisition decisions and disclosure of internally acquired information in a Cournot duopoly market under demand uncertainty. The main results are as follows. When the correlation between firms' demands is positive and sufficiently high, disclosure of information on demand uncertainty can enhance social welfare, given that the quality of firms' private information is constant. However, in the setting where firms' private information is endogenously determined, mandatory disclosure is not always desirable. This is because, when disclosure is mandated, firms acquire less precise information compared with the case where the acquired information is not disclosed; hence, their internal information environments are deteriorated. This can lead to unintended consequences such that disclosure regulation decreases social welfare. © 2019, © 2019 European Accounting Association.","Disclosure; Duopoly; Information acquisition; Social welfare",,"Miwa, K.; Graduate School of Economics, 1-7, Machikaneyama, Japan; email: miwa@econ.osaka-u.ac.jp",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Note,"Final","All Open Access, Green",Scopus,2-s2.0-85067677741
"Sultana N., Singh H., Rahman A.","57194375424;57204637868;8684232300;","Experience of Audit Committee Members and Audit Quality",2019,"European Accounting Review","28","5",,"947","975",,1,"10.1080/09638180.2019.1569543","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060635956&doi=10.1080%2f09638180.2019.1569543&partnerID=40&md5=45eb388f251c24e38122d5277a16b128","School of Accounting, Curtin Business School, Curtin University, Perth, Australia; Department of Accounting, Business and Economics, Auckland University of Technology, Auckland, New Zealand","Sultana, N., School of Accounting, Curtin Business School, Curtin University, Perth, Australia; Singh, H., School of Accounting, Curtin Business School, Curtin University, Perth, Australia; Rahman, A., Department of Accounting, Business and Economics, Auckland University of Technology, Auckland, New Zealand","We investigate whether the experience of audit committee members is associated with audit quality. In order to comprehensively analyse the experience of audit committee members, we include audit committee member tenure, age and multiple-directorships in our analysis. Using observations from 2001 to 2012, we undertake analysis on 13,155 firm-year observations and find that all our proxies of audit committee member experience are positively associated with audit fees. A range of additional tests, including using discretionary accruals as an alternative measure of audit quality and differences-in-differences analysis, support our main findings and our results consequently make a number of contributions to both the literature and policy making. One possible policy contribution is that regulators may wish to consider audit committee characteristics representing experience when framing recommendations to improve audit quality and thereby, financial reporting by firms. © 2019, © 2019 European Accounting Association.","audit committee member age; audit committee member multiple-directorships; Audit committee member tenure; audit fee; audit quality",,"Singh, H.; School of Accounting, Australia; email: h.singh@curtin.edu.au",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85060635956
"Rünger S.","57191747323;","The Effect of Cross-Border Group Taxation on Ownership Chains",2019,"European Accounting Review","28","5",,"929","946",,,"10.1080/09638180.2018.1564689","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059883294&doi=10.1080%2f09638180.2018.1564689&partnerID=40&md5=6bf8462142e8906e2acfb1f6d1bb50b7","Institute of Accounting and Taxation, University of Graz, Graz, Austria","Rünger, S., Institute of Accounting and Taxation, University of Graz, Graz, Austria","This study investigates the influence of taxation on ownership chains and specifically on the location decision for intermediate holding companies. By examining the effect of the introduction of a cross-border group taxation regime in Austria in 2005 on ownership chains of European multinational firms, I find evidence that foreign parent companies already invested in Austria restructured their ownership chains in order to meet the requirements of the group taxation regime. This effect is larger for foreign parent companies with loss-generating subsidiaries. Collectively, the empirical findings suggest that, when evaluating the effect of cross-border group taxation regimes, companies follow a detailed tax planning strategy that takes tax-base effects into account. © 2019, © 2019 European Accounting Association.","Austria; Group taxation; intermediate subsidiaries; ownership chains",,"Rünger, S.; Institute of Accounting and Taxation, Universitätsstraße 15, Austria; email: silke.ruenger@uni-graz.at",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85059883294
"Boulland R., Lobo G.J., Paugam L.","57194163921;10142124700;56523043700;","Do Investors Pay Sufficient Attention to Banks’ Unrealized Gains and Losses on Available-for-sale Securities?",2019,"European Accounting Review","28","5",,"819","848",,1,"10.1080/09638180.2018.1562950","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059752769&doi=10.1080%2f09638180.2018.1562950&partnerID=40&md5=bdb109d741a8a85ee10c17cd0d198b10","ESSEC Business School, Cergy, France; C.T. Bauer College of Business, University of Houston, Houston, TX, United States; Department of Accounting and Management Control, HEC Paris, Jouy-en-Josas, France","Boulland, R., ESSEC Business School, Cergy, France; Lobo, G.J., C.T. Bauer College of Business, University of Houston, Houston, TX, United States; Paugam, L., Department of Accounting and Management Control, HEC Paris, Jouy-en-Josas, France","Unrealized gains and losses on available-for-sale securities (AFSGL) are included in Other Comprehensive Income (OCI) and directly affect shareholders’ equity but are not included in earnings. We investigate whether unrealized AFSGL help predict future earnings and whether analysts and investors incorporate the information conveyed by unrealized AFSGL in a timely manner. We conduct our investigation on a sample of banks because unrealized AFSGL are material in the banking industry. First, we show that unrealized AFSGL are material and help in predicting next period realized AFSGL and future earnings change. Second, we document that financial analysts are slow to react to unrealized AFSGL and update their forecasts after AFSGL are realized in earnings. Third, we find that investors are also slow to react to unrealized AFSGL and do so only after AFSGL are included (realized) in earnings and after financial analysts update their forecasts. We document an annual difference of 5% in future abnormal returns between banks in the top and bottom quintiles of past unrealized AFSGL. A zero-cost trading strategy that relies on public information about unrealized AFSGL generates a sizeable monthly alpha that ranges between 1.8% and 1.9%. © 2019, © 2019 European Accounting Association.","Analyst reaction; Available-for-sale securities gains and losses; Investor attention; Investor reaction; Other comprehensive income",,"Paugam, L.; HEC Paris, 1 rue de la Libération, France; email: paugam@hec.fr",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85059752769
"Dong H., Zhang H.","57205195842;7409196975;","Litigation Risk and Corporate Voluntary Disclosure: Evidence from Two Quasi-Natural Experiments",2019,"European Accounting Review","28","5",,"873","900",,1,"10.1080/09638180.2018.1559071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059006652&doi=10.1080%2f09638180.2018.1559071&partnerID=40&md5=740f348e53f5db5e24e6c0f8afd3517a","School of Accountancy, Institute of Accounting and Finance, Shanghai University of Finance and Economics, Shanghai, China; Nanyang Business School, Nanyang Technological University, Singapore, Singapore","Dong, H., School of Accountancy, Institute of Accounting and Finance, Shanghai University of Finance and Economics, Shanghai, China; Zhang, H., Nanyang Business School, Nanyang Technological University, Singapore, Singapore","We examine the effect of litigation risk on corporate voluntary disclosure using two quasi-natural experiments, which have substantial and opposing impacts on the litigation risk of firms headquartered in the Ninth Circuit. We find that firms in the Ninth Circuit decrease (increase) the quantity and quality of their voluntary disclosure, relative to control firms, when their litigation risk is lowered (elevated). The pre-treatment test shows an indistinguishable trend between treatment and control firms. A battery of robustness checks indicates that our results are not driven by alternative explanations. We hypothesize and find that the impact of litigation risk is more pronounced when firms have bad news and that firms are more likely to preempt bad news through voluntary disclosures when litigation risk is elevated. Overall, results from both experiments suggest that litigation risk causally increases corporate voluntary disclosure. © 2018, © 2018 European Accounting Association.","Litigation risk; SGI; The Ninth Circuit Court; Voluntary disclosure",,"Dong, H.; School of Accountancy, No. 777 Guo Ding Road, China; email: dong.hui@mail.shufe.edu.cn",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85059006652
"van der Kolk B., van Veen-Dirks P.M.G., ter Bogt H.J.","56783928300;6505803184;6505840318;","The Impact of Management Control on Employee Motivation and Performance in the Public Sector",2019,"European Accounting Review","28","5",,"901","928",,9,"10.1080/09638180.2018.1553728","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058703265&doi=10.1080%2f09638180.2018.1553728&partnerID=40&md5=cdcdb90e60b799dfe459dba9ecfb806d","IE Business School, IE University, Madrid, Spain; Faculty of Economics and Business, University of Groningen, Groningen, Netherlands","van der Kolk, B., IE Business School, IE University, Madrid, Spain; van Veen-Dirks, P.M.G., Faculty of Economics and Business, University of Groningen, Groningen, Netherlands; ter Bogt, H.J., Faculty of Economics and Business, University of Groningen, Groningen, Netherlands","This study examines the relations among various types of management control, intrinsic and extrinsic motivation, and performance in the public sector. We draw on motivation crowding theory and self-determination theory to argue that four different types of management control (i.e. personnel, cultural, action, and results control) are likely to have an influence on intrinsic motivation and/or extrinsic motivation. We test a structural equation model using survey data from 105 similar departments in the public sector. Our findings indicate that the use of personnel and cultural controls is positively associated with employees’ intrinsic motivation, and that the use of results controls is positively associated with employees’ extrinsic motivation. Moreover, both intrinsic motivation and extrinsic motivation are positively associated with performance. Taken together, these findings support the idea advocated by New Public Management proponents that results control can enhance employee motivation and performance in the public sector. However, the findings also highlight an essential nuance; in addition to results control, personnel and cultural controls are also important, as they enhance intrinsic motivation and performance. This implies that a sole focus on results control is too narrow and can lead to suboptimal levels of employee motivation and performance in the public sector. © 2018, © 2018 European Accounting Association.","Management Control; Motivation; Object-of-Control; Performance",,"van der Kolk, B.; IE Business School, Calle Pedro de Valdivia 21, Spain; email: berend.vanderkolk@ie.edu",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85058703265
"Caglio A., Cameran M., Klobas J.","24778006100;35361539900;6602696510;","What is an Accountant? An Investigation of Images",2019,"European Accounting Review","28","5",,"849","871",,3,"10.1080/09638180.2018.1550000","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058161136&doi=10.1080%2f09638180.2018.1550000&partnerID=40&md5=95466f743b0a8fb6d15eada9f930286a","Department of Accounting, Bocconi University–SDA Bocconi, Milan, Italy; School of Engineering and Information Technology, Murdoch University, Murdoch, Australia; Department of Management, Economics and Quantitative Methods, University of Bergamo, Bergamo, Italy","Caglio, A., Department of Accounting, Bocconi University–SDA Bocconi, Milan, Italy; Cameran, M., Department of Accounting, Bocconi University–SDA Bocconi, Milan, Italy; Klobas, J., School of Engineering and Information Technology, Murdoch University, Murdoch, Australia, Department of Management, Economics and Quantitative Methods, University of Bergamo, Bergamo, Italy","The purpose of our paper is to identify different images of accountants held by different groups of people and to understand how the different images come about. In doing so, we focus on how accountants are perceived by others as well as how they perceive themselves. Through analysis of 1,794 usable questionnaire responses by university students, newly appointed accountants, and practicing accountants, we find an image close to the beancounter stereotype, and that of a modern professional, with the highest score for success but also for honesty. We also uncover a third image including nuances that are neither favorable nor unfavorable (the plain vanilla accountant), which suggests that the extremes found in cultural representations do not always reflect the real world. In addition, we find that the greater the distance from the profession, the less attractive the image of accountants is and that different sources of influence affect perceptions of accountants. In particular, the public perception of an accountant is less favorable when constructed from media sources. Finally, we add to the existing literature by showing that the self-image of accountants may change over time as experienced practitioners, compared to new hires, exhibit a sort of disillusionment about their professionalism. © 2018, © 2018 European Accounting Association.","Accountants’ self-image; Accounting profession; Beancounter stereotype; Images of accountants",,"Caglio, A.; Department of Accounting, Via Rontgen 1, Italy; email: ariela.caglio@sdabocconi.it",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85058161136
"Schiemann F., Sakhel A.","15119342600;57190388852;","Carbon Disclosure, Contextual Factors, and Information Asymmetry: The Case of Physical Risk Reporting",2019,"European Accounting Review","28","4",,"791","818",,3,"10.1080/09638180.2018.1534600","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055498184&doi=10.1080%2f09638180.2018.1534600&partnerID=40&md5=b77de938f54f7dc6987ce292f117146b","School of Business, Economics and Social Sciences, University of Hamburg, Hamburg, Germany","Schiemann, F., School of Business, Economics and Social Sciences, University of Hamburg, Hamburg, Germany; Sakhel, A., School of Business, Economics and Social Sciences, University of Hamburg, Hamburg, Germany","The paper focusses on the reporting of climate change-related physical risks. Drawing on data from the CDP questionnaire for 717 European companies over three years (2011–2013) we find that information asymmetry is generally smaller when firms report about their physical risks. Furthermore, we find that reporting of a higher exposure to physical risks is associated with lower information asymmetry for firms falling under the regulation of the EU Emissions Trading Scheme, whereas for other firms the direction of the relationship reverses. We can rule out that our results are driven by other climate change-related risk disclosures and by disclosures about opportunities arising from climate change. This study is not only relevant because it attests the materiality of climate change-related physical risks. Moreover, we show how a contextual factor–in this study: whether a company falls under climate change-related regulation–moderates the direction of the relationship between reported information and information asymmetry. © 2018, © 2018 European Accounting Association.","Climate change; Information asymmetry; Physical risks; Voluntary disclosure",,"Schiemann, F.; School of Business, Rentzelstr. 7, Germany; email: frank.schiemann@uni-hamburg.de",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","",Scopus,2-s2.0-85055498184
"Picard C.-F., Durocher S., Gendron Y.","56002273400;25222583000;57203075764;","Desingularization and Dequalification: A Foray Into Ranking Production and Utilization Processes",2019,"European Accounting Review","28","4",,"737","765",,7,"10.1080/09638180.2018.1535323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055479044&doi=10.1080%2f09638180.2018.1535323&partnerID=40&md5=7199580e9e4b7d637e0e1c6a11990402","Faculté des sciences de l’administration, Université Laval, Québec City, QC, Canada; Telfer School of Management, University of Ottawa, Ottawa, ON, Canada","Picard, C.-F., Faculté des sciences de l’administration, Université Laval, Québec City, QC, Canada; Durocher, S., Telfer School of Management, University of Ottawa, Ottawa, ON, Canada; Gendron, Y., Faculté des sciences de l’administration, Université Laval, Québec City, QC, Canada","Although some authors highlight the benefits of journal rankings, previous research is often highly critical of them, insinuating that they can lead to desingularization of academic journals (i.e. their impoverishment and standardization) and dequalification of researchers (i.e. a weakening of researchers’ ability to evaluate academic research). However, as very few authors have empirically assessed these presumptions, we aim to address this gap in the literature. Based on Lucien Karpik’s notions of singularities, judgment devices, forms of involvement, and emulation and rivalry, we assess whether the processes surrounding the production and use of journal rankings might lead to desingularization and dequalification. Our findings support previous research by highlighting that processes where passivity and heteronomy (i.e. lack of autonomy) prevail are conducive to desingularization, rivalry and dequalification. Our findings, however, introduce some nuances into the debate by underscoring instances where emulation logic is employed instead of mere rivalry logic, and where substantial judgment devices and active involvement are mobilized in the production and use of rankings, thereby somewhat alleviating the spread of desingularization and dequalification. Ultimately, our study raises questions that point to a need for serious collective reflection within the academic community on the processes by which published research is evaluated. © 2018, © 2018 European Accounting Association.","Dequalification; Desingularization; Journal rankings; Karpik; Singularities",,"Picard, C.-F.; Faculté des sciences de l’administration, 2325, rue de la Terrasse, Canada; email: claire-france.picard@fsa.ulaval.ca",,"Routledge",09638180,,,,"English","Eur. Acc. Rev.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85055479044
