Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Jung M.J., Wong M.H.F., Zhang X.F.","56291403000;37021115300;12764493900;","Buy-Side Analysts and Earnings Conference Calls",2018,"Journal of Accounting Research","56","3",,"913","952",,7,"10.1111/1475-679X.12180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030308547&doi=10.1111%2f1475-679X.12180&partnerID=40&md5=a3f640c313a0b6064c87b0e5bc3a0889","Stern School of Business, New York University, United States; Rotman School of Management, University of Toronto, Canada; School of Management, Yale University, United States","Jung, M.J., Stern School of Business, New York University, United States; Wong, M.H.F., Rotman School of Management, University of Toronto, Canada; Zhang, X.F., School of Management, Yale University, United States","Companies’ earnings conference calls are perceived to be venues for sell-side equity analysts to ask management questions. In this study, we examine another important conference call participant—the buy-side analyst—that has been underexplored in the literature due to data limitations. Using a large sample of transcripts, we identify 3,834 buy-side analysts from 701 institutional investment firms who participated (i.e., asked a question) in 13,332 conference calls to examine the determinants and implications of their participation. Buy-side analysts are more likely to participate when sell-side analyst coverage is low and dispersion in sell-side earnings forecasts is high, consistent with buy-side analysts participating when a company's information environment is poor. Institutional investors trade more of a company's stock in the quarters in which their buy-side analysts participate in the call. Finally, we find evidence that buy-side analyst participation is associated with company-level absolute changes in future stock price, trading volume, institutional ownership, and short interest. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","buy-side analysts; earnings conference calls; G10; G30; institutional investors; M41; sell-side analysts",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85030308547
"Eyring H., Narayanan V.G.","57201727493;56854815700;","Performance Effects of Setting a High Reference Point for Peer-Performance Comparison",2018,"Journal of Accounting Research","56","2",,"581","615",,5,"10.1111/1475-679X.12199","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045938026&doi=10.1111%2f1475-679X.12199&partnerID=40&md5=ff2df4351fa81314730e8b45de15ea1b","London School of Economics and Political Science, United Kingdom; Harvard Business School, Harvard University, United States","Eyring, H., London School of Economics and Political Science, United Kingdom; Narayanan, V.G., Harvard Business School, Harvard University, United States","We conduct a field experiment, based on a registered report accepted by the Journal of Accounting Research, to test performance effects of setting a high reference point for peer-performance comparison. Relative to providing the median as a reference point for online students to compare themselves to, providing the top quartile: damps performance for those below the median, boosts performance for those between the median and top quartile, and, in the case of outcome but not process comparison, boosts performance for those above the top quartile. We do not find that either reference point yields a greater average performance effect. However, providing the more effective reference point in each partition of initial performance yields a 40% greater performance effect than providing either reference point uniformly. Students access the online courses intermittently over the span of a year. Our effects derive from small portions of our treatment groups—5% in the case of process comparison and 26% in the case of outcome comparison—who accessed treatment and who were, on average, more active leading up to and during our intervention. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","C93; D91; I21; M41; performance; reference points; relative performance information; social comparison",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85045938026
"Li S.X., Sandino T.","57201733049;16032546100;","Effects of an Information Sharing System on Employee Creativity, Engagement, and Performance",2018,"Journal of Accounting Research","56","2",,"713","747",,14,"10.1111/1475-679X.12202","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045903959&doi=10.1111%2f1475-679X.12202&partnerID=40&md5=cdb538900dd13184c4a6a910959ecf1e","Leventhal School of Accounting, University of Southern California, United States; Harvard Business School, Harvard University, United States","Li, S.X., Leventhal School of Accounting, University of Southern California, United States; Sandino, T., Harvard Business School, Harvard University, United States","Many service organizations rely on information sharing systems to boost employee creativity to meet customer needs. We conducted a field experiment in a retail chain, based on a registered report accepted by JAR, to test whether an information sharing system recording employees’ creative work affected the quality of creative work, job engagement, and financial performance. We found that, on average, this system did not have a significant effect on any of these outcomes. However, it significantly improved the quality of creative work in stores that had accessed the system more frequently and in stores with fewer same-company nearby stores. It also improved creative work and job engagement in stores in divergent markets, where customers needed more customization. We found weak evidence of better financial results where salespeople had lower creative talent before the system was introduced. Our findings shed light on those conditions in which information sharing systems affect employees’ creative work. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","C93; creativity; D83; engagement; geographically dispersed organizations; information sharing systems; J24; knowledge sharing; L81; labor management; learning; M54; productivity; retail chains",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85045903959
"Bloomfield R., Rennekamp K., Steenhoven B.","7005459727;35318656500;57201718835;","No System Is Perfect: Understanding How Registration-Based Editorial Processes Affect Reproducibility and Investment in Research Quality",2018,"Journal of Accounting Research","56","2",,"313","362",,7,"10.1111/1475-679X.12208","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045894053&doi=10.1111%2f1475-679X.12208&partnerID=40&md5=2bd5823426340c77b3b0ab65b7d27549","Cornell SC Johnson College of Business, United States","Bloomfield, R., Cornell SC Johnson College of Business, United States; Rennekamp, K., Cornell SC Johnson College of Business, United States; Steenhoven, B., Cornell SC Johnson College of Business, United States","The papers in this volume were published through a Registration-based Editorial Process (REP). Authors submitted proposals to gather and analyze data; successful proposals were guaranteed publication as long as the authors lived up to their commitments, regardless of whether results supported their predictions. To understand how REP differs from the Traditional Editorial Process (TEP), we analyze the papers themselves; conference comments; a survey of conference authors, reviewers, and attendees; and a survey of authors who have successfully published under TEP. We find that REP increases up-front investment in planning, data gathering, and analysis, but reduces follow-up investment after results are known. This shift in investment makes individual results more reproducible, but leaves articles less thorough and refined. REP could be improved by encouraging selected forms of follow-up investment that survey respondents believe are usually used under TEP to make papers more informative, focused, and accurate at little risk of overstatement. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","C18; editorial processes; I23; M40; peer review; registered reports; reproducibility; research discretion",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85045894053
"Ertimur Y., Rawson C., Rogers J.L., Zechman S.L.C.","6508047370;57201717861;15731617300;23098555500;","Bridging the Gap: Evidence from Externally Hired CEOs",2018,"Journal of Accounting Research","56","2",,"521","579",,3,"10.1111/1475-679X.12200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045888109&doi=10.1111%2f1475-679X.12200&partnerID=40&md5=ab142c58057d34badb6c77c52fc139b9","University of Colorado, Boulder, United States","Ertimur, Y., University of Colorado, Boulder, United States; Rawson, C., University of Colorado, Boulder, United States; Rogers, J.L., University of Colorado, Boulder, United States; Zechman, S.L.C., University of Colorado, Boulder, United States","We investigate executive employment gaps (hereafter, gaps) between the appointment of an external CEO at a public firm and the individual's prior executive position at a public company. These gaps cannot be reliably obtained from common databases. We hand-collect data for externally hired CEOs at public companies from 1992 to 2014. These CEOs represent approximately 40% of the 5,095 CEO successions and have a mean gap of 1.9 years. The gap increases to 3.2 years for the subset of new hires with a gap. We hypothesize that labor market frictions and executive skill sets contribute to the existence and length of these gaps. Using theories from labor economics, we predict (equilibrium) associations between two measures of “fit” (executive compensation and long-term match quality) and gaps (both existence and length). Finally, we provide descriptive evidence on what executives do (e.g., sit on boards, work for private consulting companies, or consume leisure) during their gaps. This project was subject to and published through a registered report process. Any tests that were not included in the accepted proposal are marked as unplanned analyses. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","CEO compensation; CEO turnover; corporate governance; employment gaps; executive labor market; J64; M12; M40; M41",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85045888109
"Van Duin S.R., Dekker H.C., Wielhouwer J.L., Mendoza J.P.","57201548218;7006227398;6506566027;56531483700;","The Tone from Above: The Effect of Communicating a Supportive Regulatory Strategy on Reporting Quality",2018,"Journal of Accounting Research","56","2",,"467","519",,3,"10.1111/1475-679X.12205","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045270025&doi=10.1111%2f1475-679X.12205&partnerID=40&md5=5fc82d70c1a9b979378df18218a56d29","School of Business and Economics, Vrije Universiteit Amsterdam, Netherlands","Van Duin, S.R., School of Business and Economics, Vrije Universiteit Amsterdam, Netherlands; Dekker, H.C., School of Business and Economics, Vrije Universiteit Amsterdam, Netherlands; Wielhouwer, J.L., School of Business and Economics, Vrije Universiteit Amsterdam, Netherlands; Mendoza, J.P., School of Business and Economics, Vrije Universiteit Amsterdam, Netherlands","In collaboration with the Authority for the Financial Markets in the Netherlands, we manipulate the content of official letters that instruct financial intermediaries to submit a mandatory self-assessment. As part of the Registered Report Process, we submitted our hypotheses, experimental procedure, and planned statistical analyses before data collection. We predicted that a request indicating a supportive regulatory attitude has a positive effect on reporting quality on average. We also predicted this effect to be stronger for small firms and for firms with a long-term orientation, and to become negative for firms with a short-term orientation. Planned analyses show that a supportive letter reduced reporting quality unless firms had a long-term orientation, supporting the moderating influence of time horizon, but providing no support for the expected average effect or for moderation by firm size. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","G28; K42; M48; reporting quality; responsive regulation; support; time horizon",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85045270025
"Allee K.D., Deangelis M.D., Moon J.R., JR.","15753668500;56565070200;57189248297;","Disclosure “Scriptability”",2018,"Journal of Accounting Research","56","2",,"363","430",,6,"10.1111/1475-679X.12203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044925969&doi=10.1111%2f1475-679X.12203&partnerID=40&md5=0b3b76cf37d6aacb663ac1f9c8667344","University of Arkansas, United States; Georgia State University, United States","Allee, K.D., University of Arkansas, United States; Deangelis, M.D., Georgia State University, United States; Moon, J.R., JR., Georgia State University, United States","In response to the increasing use of computer programs to process firm disclosures, this registered report develops a new measure of “scriptability” that reflects computerized, rather than human, information processing costs. We validate our measure using SEC filing-derived data from prior research and identify firm and disclosure characteristics related to it. In our planned hypothesis tests, we find some evidence that the speed of the market response to filings increases with scriptability, but find little evidence that scriptability affects the incidence and speed of news dissemination by Dow Jones. In additional analyses, we find that scriptability exhibits both positive and negative associations with changes in information asymmetry between market participants, depending on the filing, trading window, and measure examined. We also find little evidence that XBRL interacts with scriptability in a meaningful way. Overall, our study broadens our understanding of information processing costs and provides opportunities for new avenues of research. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","disclosure; financial reporting; G10; G12; G14; G24; G30; G39; G41; high-frequency trading; information processing costs; M40; M41; M49; textual analysis; XBRL",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85044925969
"Bernard D., Cade N.L., Hodge F.","57192190809;57201383502;7003370770;","Investor Behavior and the Benefits of Direct Stock Ownership",2018,"Journal of Accounting Research","56","2",,"431","466",,1,"10.1111/1475-679X.12198","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044859464&doi=10.1111%2f1475-679X.12198&partnerID=40&md5=38ed021bf15055e5edfb902656f65452","London Business School, United Kingdom; University of Pittsburgh, United States; University of Washington, United States","Bernard, D., London Business School, United Kingdom; Cade, N.L., University of Pittsburgh, United States; Hodge, F., University of Washington, United States","Using an experiment to rule out reverse causality, we examine whether a small investment in a company's stock leads investors to purchase more of the company's products and adopt other views and preferences that benefit the company. We preregister our research methods, hypotheses, and supplemental analyses via the Journal of Accounting Research’s registration-based editorial process. We find little evidence consistent with these hypotheses for the average investor in our sample using our planned univariate hypothesis tests, and planned Bayesian parameter estimation shows substantial downward belief revision for more optimistic ex ante expectations of the treatment effects. In planned supplemental analyses, however, we do find that the effects of ownership on product purchase behavior and on regulatory preferences are intuitively stronger for certain subgroups of investors—namely, for investors who are most likely to purchase the types of products offered by the company and for investors who are most likely to vote on political matters. The results contribute to our understanding of the benefits of direct stock ownership and are informative to public company managers and directors. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","Bayesian analysis; direct stock ownership; G32; G40; investor behavior; M41; registered report",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85044859464
"Hail L., Tahoun A., Wang C.","14021009400;36015864000;56059578600;","Corporate Scandals and Regulation",2018,"Journal of Accounting Research","56","2",,"617","671",,10,"10.1111/1475-679X.12201","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044536409&doi=10.1111%2f1475-679X.12201&partnerID=40&md5=a64d4b5bb9c5b6bc613535eab2ad8221","The Wharton School, University of Pennsylvania, United States; London Business School, United Kingdom; Tippie College of Business, University of Iowa, United States","Hail, L., The Wharton School, University of Pennsylvania, United States; Tahoun, A., London Business School, United Kingdom; Wang, C., Tippie College of Business, University of Iowa, United States","Are regulatory interventions delayed reactions to market failures or can regulators proactively pre-empt corporate misbehavior? From a public interest view, we would expect “effective” regulation to ex ante mitigate agency conflicts between corporate insiders and outsiders, and prevent corporate misbehavior from occurring or quickly rectify transgressions. However, regulators are also self-interested and may be captured, uninformed, or ideological, and become less effective as a result. In this registered report, we develop a historical time series of corporate (accounting) scandals and (accounting) regulations for a panel of 26 countries from 1800 to 2015. An analysis of the lead-lag relations at both the global and individual country level yields the following insights: (1) Corporate scandals are an antecedent to regulation over long stretches of time, suggesting that regulators are typically less flexible and informed than firms. (2) Regulation is positively related to the incidence of future scandals, suggesting that regulators are not fully effective, that explicit rules are required to identify scandalous corporate actions, or that new regulations have unintended consequences. (3) There exist systematic differences in these lead-lag relations across countries and over time, suggesting that the effectiveness of regulation is shaped by fundamental country characteristics like market development and legal tradition. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","accounting fraud; capital market regulation; corporate scandals; economics of regulation; F30; G18; G38; international accounting; K22; L51; law and finance; M48; N20",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85044536409
"Kowaleski Z.T., Mayhew B.W., Tegeler A.C.","57201385951;7004516440;57201384840;","The Impact of Consulting Services on Audit Quality: An Experimental Approach",2018,"Journal of Accounting Research","56","2",,"673","711",,10,"10.1111/1475-679X.12197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044515745&doi=10.1111%2f1475-679X.12197&partnerID=40&md5=d80ff05ae7b61d6aadc48d7b0eeb4940","University of Wisconsin–Madison, United States; University of Wisconsin–Milwaukee, United States","Kowaleski, Z.T., University of Wisconsin–Madison, United States; Mayhew, B.W., University of Wisconsin–Madison, United States; Tegeler, A.C., University of Wisconsin–Milwaukee, United States","We use experimental markets to examine whether providing consulting services to a non-audit client impacts audit quality. Our paper directly addresses concerns raised by the Public Company Accounting Oversight Board that the largest public accounting firms’ growth in their consulting practices threatens audit quality. We conduct an experiment proposed using a registration-based editorial process. We compare a baseline where the auditor does not provide consulting services to conditions where auditors provide consulting to audit clients or where auditors only provide consulting services to non-audit clients. Our unique design provides evidence on whether providing consulting to non-audit clients strengthens the salience of a client-cooperative social norm that reduces audit quality. We do not find differences in audit quality by condition in our planned analysis, however we find greater variation in audit quality in the conditions where auditors provide consulting services compared to the baseline. In unplanned analyses, our results suggest providing consulting services increases auditor cooperation with managers, increasing audit quality when managers prefer high audit quality and decreasing audit quality when managers prefer low audit quality. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2018","auditor independence; consulting; experimental economics; G41; M42; social bonds",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85044515745
"Granja J.","55886598500;","Disclosure Regulation in the Commercial Banking Industry: Lessons from the National Banking Era",2018,"Journal of Accounting Research","56","1",,"173","216",,11,"10.1111/1475-679X.12193","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041966213&doi=10.1111%2f1475-679X.12193&partnerID=40&md5=bd953aa63fa6b1b768978002fcb957d3","Booth School of Business, The University of Chicago, United States","Granja, J., Booth School of Business, The University of Chicago, United States","I exploit variation in the adoption of disclosure and supervisory regulation across U.S. states to examine their impact on the development and stability of commercial banks. The empirical results suggest that the adoption of state-level requirements to report financial statements in local newspapers is associated with greater stability and development of commercial banks. I also examine which political constituencies influence the adoption of disclosure and supervisory regulation. I find that powerful landowners and small private banks are associated with late adoption of these regulations. These findings suggest that incumbent groups oppose disclosure rules because the passage of such rules threatens their private interests. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","bank failures; bank regulation; disclosure regulation; E44; E51; enforcement; financial development; financial stability; G21; G28; G32; G38; H23; K22; K23; L51; M41; M48; N11; N21; N41; N81; political economy of regulation",,"Granja, J.; Booth School of Business, United States",,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85041966213
"Zakolyukina A.A.","55189806400;","How Common Are Intentional GAAP Violations? Estimates from a Dynamic Model",2018,"Journal of Accounting Research","56","1",,"5","44",,12,"10.1111/1475-679X.12190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041942236&doi=10.1111%2f1475-679X.12190&partnerID=40&md5=8ed3807b3ee0d37366dac3bff592a0c6","The University of Chicago Booth School of Business, United States","Zakolyukina, A.A., The University of Chicago Booth School of Business, United States","This paper uses data on detected misstatements—earnings restatements—and a dynamic model to estimate the extent of undetected misstatements that violate GAAP. The model features a CEO who can manipulate his firm's stock price by misstating earnings. I find the CEO's expected cost of misleading investors is low. The probability of detection over a five-year horizon is 13.91%, and the average misstatement, if detected, results in an 8.53% loss in the CEO's retirement wealth. The low expected cost implies a high fraction of CEOs who misstate earnings at least once at 60%, with 2%–22% of CEOs starting to misstate earnings in each year 2003–2010, inflation in stock prices across CEOs who misstate earnings at 2.02%, and inflation in stock prices across all CEOs at 0.77%. Wealthier CEOs manipulate less, and the average misstatement is larger in smaller firms. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","earnings manipulation; earnings restatements; executive compensation; G34; G38; K22; K42; M41",,"Zakolyukina, A.A.; The University of Chicago Booth School of BusinessUnited States",,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85041942236
"Johnson T.L., So E.C.","55255771200;55255339100;","Asymmetric Trading Costs Prior to Earnings Announcements: Implications for Price Discovery and Returns",2018,"Journal of Accounting Research","56","1",,"217","263",,9,"10.1111/1475-679X.12189","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85041079582&doi=10.1111%2f1475-679X.12189&partnerID=40&md5=96e71d5358476f73007d747e47f94473","McCombs School of Business, The University of Texas at Austin, United States; Sloan School of Management, Massachusetts Institute of Technology, United States","Johnson, T.L., McCombs School of Business, The University of Texas at Austin, United States; So, E.C., Sloan School of Management, Massachusetts Institute of Technology, United States","We show that the cost of trading on negative news, relative to positive news, increases before earnings announcements. Our evidence suggests that this asymmetry is due to financial intermediaries reducing their exposure to announcement risks by providing liquidity asymmetrically. This asymmetry creates a predictable upward bias in prices that increases preannouncement, and subsequently reverses, confounding short-window announcement returns as measures of earnings news and risk premia. These findings provide an alternative explanation for asymmetric return reactions to firms' earnings news, and help explain puzzling prior evidence that announcement risk premia precede the actual announcements. Our study informs methods for research centering on earnings announcements and offers a possible explanation for patterns in returns around anticipated periods of heightened inventory risks, including alternative firm-level, industry-level, and macroeconomic information events. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","announcement returns; asymmetric reaction; bad news; E44; earnings announcements; G12; G14; G21; liquidity provision; M40; M41; risk premia; transaction costs",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85041079582
"Bozanic Z., Loumioti M., Vasvari F.P.","34871618300;54682111400;23977204200;","Corporate Loan Securitization and the Standardization of Financial Covenants",2018,"Journal of Accounting Research","56","1",,"45","83",,3,"10.1111/1475-679X.12186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038035328&doi=10.1111%2f1475-679X.12186&partnerID=40&md5=7db7397d7351a4325a4394324dfbb0d1","The Ohio State University, United States; University of Texas at Dallas, United States; London Business School, United Kingdom","Bozanic, Z., The Ohio State University, United States; Loumioti, M., University of Texas at Dallas, United States; Vasvari, F.P., London Business School, United Kingdom","We examine whether syndicated loans securitized through collateralized loan obligations (CLOs) have more standardized financial covenants. We proxy for the standardization of covenants using the textual similarity of their contractual definitions. We find that securitized loans are associated with higher covenant standardization than nonsecuritized institutional loans. In addition, we show that CLOs with more diverse or frequently rebalanced portfolios are more likely to purchase loans with standardized covenants, potentially because standardization alleviates information processing costs related to loan monitoring and screening. We also document that covenant standardization is associated with greater loan and CLO note rating agreement between credit rating agencies, further supporting the relation between lower information costs and covenant standardization. Overall, our study provides evidence that loan securitization is related to the design of standardized financial covenants. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","collateralized loan obligations (CLO); financial covenants; G17; G21; G32; M40; M41; securitization; standardization; syndicated loans",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85038035328
"Li Y., Lin Y., Zhang L.","12804314300;57005655200;37008068300;","Trade Secrets Law and Corporate Disclosure: Causal Evidence on the Proprietary Cost Hypothesis",2018,"Journal of Accounting Research","56","1",,"265","308",,18,"10.1111/1475-679X.12187","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034626935&doi=10.1111%2f1475-679X.12187&partnerID=40&md5=1c8a23280b0bccff7dcc47ab716ff984","School of Accountancy, Arizona State University, United States; NUS Business School, National University of Singapore, Singapore; School of Accountancy, Singapore Management University, Singapore","Li, Y., School of Accountancy, Arizona State University, United States; Lin, Y., NUS Business School, National University of Singapore, Singapore; Zhang, L., School of Accountancy, Singapore Management University, Singapore","This study exploits the staggered adoption of the inevitable disclosure doctrine (IDD) by U.S. state courts as an exogenous shock that generates variations in the proprietary costs of disclosure. We find that firms respond to IDD adoption by reducing the level of disclosure regarding their customers’ identities, supporting the proprietary cost hypothesis. Our results are stronger for firms in industries with a higher degree of entry threats, for firms in more volatile industries, and for firms with a lower degree of external financing dependence. Overall, this study represents one of the first efforts in identifying the causal effect of proprietary costs of disclosure on the supply of disclosure. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","corporate disclosure; customer identity; D82; D83; inevitable disclosure doctrine; K11; L1; M41; proprietary costs; trade secrets law",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85034626935
"Bushee B.J., Gow I.D., Taylor D.J.","6602721134;36008438600;26041107500;","Linguistic Complexity in Firm Disclosures: Obfuscation or Information?",2018,"Journal of Accounting Research","56","1",,"85","121",,36,"10.1111/1475-679X.12179","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028445625&doi=10.1111%2f1475-679X.12179&partnerID=40&md5=5295f3555e6e7299f0fa6e4626346bab","The Wharton School, University of Pennsylvania, United States; University of Melbourne, Australia","Bushee, B.J., The Wharton School, University of Pennsylvania, United States; Gow, I.D., University of Melbourne, Australia; Taylor, D.J., The Wharton School, University of Pennsylvania, United States","Prior research generally interprets complex language in firms’ disclosures as indicative of managerial obfuscation. However, complex language can also reflect the provision of complex information; for example, informative technical disclosure. As a consequence, linguistic complexity commingles two latent components—obfuscation and information—that are related to information asymmetry in opposite directions. We develop a novel empirical approach to estimate these two latent components within the context of quarterly earnings conference calls. We validate our estimates of these two latent components by examining their relation to information asymmetry. Consistent with our predictions, we find that our estimate of the information component is negatively associated with information asymmetry while our estimate of the obfuscation component is positively associated with information asymmetry. Our findings suggest that future research on linguistic complexity can construct more powerful tests by separately examining these two latent components of linguistic complexity. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","conference calls; D82; disclosure; G14; G18; information asymmetry; linguistic complexity; M41; M45",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85028445625
"Call A.C., Martin G.S., Sharp N.Y., Wilde J.H.","26029695900;24073582100;36474094000;56117428300;","Whistleblowers and Outcomes of Financial Misrepresentation Enforcement Actions",2018,"Journal of Accounting Research","56","1",,"123","171",,20,"10.1111/1475-679X.12177","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021663265&doi=10.1111%2f1475-679X.12177&partnerID=40&md5=a8aac30de93b3681c65aa1957c329dc4","Arizona State University, United States; American University, United States; Texas A&M University, United States; University of Iowa, United States","Call, A.C., Arizona State University, United States; Martin, G.S., American University, United States; Sharp, N.Y., Texas A&M University, United States; Wilde, J.H., University of Iowa, United States","Whistleblowers are ostensibly a valuable resource to regulators investigating securities violations, but whether there is a link between whistleblower involvement and the outcomes of enforcement actions is unclear. Using a data set of employee whistleblowing allegations obtained from the U.S. government and the universe of enforcement actions for financial misrepresentation, we find that whistleblower involvement is associated with higher monetary penalties for targeted firms and employees and with longer prison sentences for culpable executives. We also find that regulators more quickly begin enforcement proceedings when whistleblowers are involved. Our findings suggest that whistleblowers are a valuable source of information for regulators who investigate and prosecute financial misrepresentation. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","enforcement actions; financial reporting; fraud; G38; K22; K42; M40; M41; M48; penalties; Securities and Exchange Commission; whistleblowers",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85021663265
"Hong H.A., Kim J.-B., Welker M.","55894289400;8304603800;7006069252;","Divergence of Cash Flow and Voting Rights, Opacity, and Stock Price Crash Risk: International Evidence",2017,"Journal of Accounting Research","55","5",,"1167","1212",,20,"10.1111/1475-679X.12185","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033485282&doi=10.1111%2f1475-679X.12185&partnerID=40&md5=00e3648788a0cc5c7d9864b2baad5bf3","University of California at Riverside, United States; City University of Hong Kong, Hong Kong; University of Waterloo, Canada; Queen's University, Canada","Hong, H.A., University of California at Riverside, United States; Kim, J.-B., City University of Hong Kong, Hong Kong, University of Waterloo, Canada; Welker, M., Queen's University, Canada","This study investigates whether and how the deviation of cash flow rights (ownership) from voting rights (control), or simply the ownership-control wedge, influences the likelihood that extreme negative outliers occur in stock return distributions, which we refer to as stock price crash risk. We do so using a comprehensive panel data set of firms with a dual-class share structure from 20 countries around the world for the period of 1995–2007. We predict and find that opaque firms with a large wedge are more crash prone than opaque firms with a small wedge. In addition, we predict and find that the positive relation between the wedge and crash risk is less pronounced for firms with more effective external monitoring and for firms with greater growth opportunities. The results of this study are broadly consistent with Jin and Myers’s theory that agency costs, combined with opacity, exacerbate stock price crash risk. Copyright ©, University of Chicago on behalf of the Accounting Research Center, 2017","IFRS; information opacity; ownership-control wedge; stock price crash risk",,,,"Blackwell Publishing Ltd",00218456,,,,"English","J. Account. Res.",Article,"Final","",Scopus,2-s2.0-85033485282
