Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Qin X., Zhang X.","57210423994;55938830400;","De-politicization and innovation: Evidence from China",2019,"Journal of Accounting and Public Policy","38","4", 106668,"","",,3,"10.1016/j.jaccpubpol.2019.05.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070705487&doi=10.1016%2fj.jaccpubpol.2019.05.005&partnerID=40&md5=1132712ac388056721b7632acba9a4df","School of Finance, Central University of Finance and Economics, Beijing, 100081, China","Qin, X., School of Finance, Central University of Finance and Economics, Beijing, 100081, China; Zhang, X., School of Finance, Central University of Finance and Economics, Beijing, 100081, China","This study analyzes whether the loss of political connections in the Chinese listed firms affects their innovation. Using number of firm patents as a proxy for innovation, we construct a quasi-natural experiment, which focuses on independent directors with political connections were forced to resign due to CPC regulation in 2013 to explore the casual relation between political connections and firm innovation. The baseline results indicate that the innovation output has improved significantly since the promulgation of the Chinese government's policy in 2013. In addition, we also find two possible underlying channels that firms tend to increase R&D investments and prefer to hire more senior engineers as their independent directors once they lose political ties. The results suggest that de-politicization has been conducive to promoting technological innovation and firms will compensate for their competitiveness weakened by the loss of political connection through two underlying channels in China, which are also confirmed in additional robustness and placebo tests. © 2019 Elsevier Inc.",,,"Zhang, X.; School of Finance, China; email: zhangxueyong@cufe.edu.cn",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85070705487
"Kathleen Harris M., Tyler Williams L.","57209210424;57209214178;","Evidence-based policymaking in auditing regulation: An historical analysis of academic research citation in PCAOB standard-setting practices",2019,"Journal of Accounting and Public Policy","38","3",,"238","251",,,"10.1016/j.jaccpubpol.2019.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066864030&doi=10.1016%2fj.jaccpubpol.2019.05.003&partnerID=40&md5=3262f3e6f73bfc6eba05c8ae54ada551","Washington State University, Pullman, WA  99164, United States; Bentley University, Waltham, MA  02452, United States","Kathleen Harris, M., Washington State University, Pullman, WA  99164, United States; Tyler Williams, L., Bentley University, Waltham, MA  02452, United States","The success of the auditing profession hinges on the efficient and effective development of authoritative guidance that directs practice. Given the opportunity to assist, academicians can provide an understanding of the costs, benefits, and unintended consequences of potential regulatory decisions. Currently, few studies exist in the extant literature that explore the relationship between the development of auditing standards and the contribution of academic research. To investigate the scope of academic literature consideration in the development of public company auditing regulation, we examine whether and to what extent academic citations are referenced throughout the PCAOB's rulemaking documents. We find evidence that the PCAOB currently appears to incorporate the use of an evidence-based policymaking approach in its standard-setting practices, progressively evolving since its incipience. The findings of this study may lead to a calling for more robust academic discussion in future PCAOB public policy decisions, which in turn may benefit the auditing profession. © 2019 Elsevier Inc.","Academic research; Auditing standards; Evidence-based policymaking; PCAOB; Standard-setting",,"Tyler Williams, L.; Bentley UniversityUnited States; email: twilliams@bentley.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85066864030
"Yiqiang Jin J., Kanagaretnam K., Liu Y., Lobo G.J.","57209217896;7801501072;57203437156;10142124700;","Economic policy uncertainty and bank earnings opacity",2019,"Journal of Accounting and Public Policy","38","3",,"199","218",,5,"10.1016/j.jaccpubpol.2019.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066847270&doi=10.1016%2fj.jaccpubpol.2019.05.002&partnerID=40&md5=09050fcc521a8da1dc200ed91cd0d3e1","DeGroote School of Business, McMaster University, Hamilton, ON  L8S 4M4, Canada; Schulich School of Business, York University, Toronto, ON  M3J 1P3, Canada; School of Business, State University of New York at Oswego, Oswego, NY  13126, United States; C.T. Bauer College of Business, University of Houston, Houston, TX  77004, United States","Yiqiang Jin, J., DeGroote School of Business, McMaster University, Hamilton, ON  L8S 4M4, Canada; Kanagaretnam, K., Schulich School of Business, York University, Toronto, ON  M3J 1P3, Canada; Liu, Y., School of Business, State University of New York at Oswego, Oswego, NY  13126, United States; Lobo, G.J., C.T. Bauer College of Business, University of Houston, Houston, TX  77004, United States","Using a sample of U.S. banks and an index for economic policy uncertainty developed by Baker et al. (2016), we investigate whether economic policy uncertainty is systematically related to bank earnings opacity. When economic policy is relatively uncertain, it is easier for bank managers to distort financial information, as unpredictable economic policy changes make assessing the existence and impact of hidden “adverse news” more difficult for investors and creditors. Economic policy uncertainty also increases the fluctuation in banks’ earnings and cash flows, thus providing additional incentives and opportunities for bank managers to engage in earnings management. Our results show that uncertainty in economic policy is positively related to earnings opacity, proxied by the magnitude of discretionary loan loss provisions and the likelihood of just meeting or beating the prior year's earnings, and negatively related to the level of accounting conservatism (i.e., the timeliness of recognition of bad news relative to good news). Collectively, our results suggest that economic policy uncertainty leads to greater earnings opacity. We also find that the impact of economic policy uncertainty on financial reporting distortion is less pronounced for stronger banks (i.e., banks with high capital ratios). © 2019","Banking; Discretionary loan loss provisions; Earnings opacity; Economic policy uncertainty",,"Lobo, G.J.; C.T. Bauer College of Business, United States; email: gjlobo@uh.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85066847270
"Seve F., Wilson M.","57209202446;55709521900;","Direct and substitution effects of regulations impacting the scope for classification shifting",2019,"Journal of Accounting and Public Policy","38","3",,"171","198",,,"10.1016/j.jaccpubpol.2019.05.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066803050&doi=10.1016%2fj.jaccpubpol.2019.05.001&partnerID=40&md5=ade189a2c7a8d55631c0dd2c2b76783b","Faculty of Business and Entrepreneurship, National University of Samoa, Samoa; Research School of Accounting, Australian National University, Australia","Seve, F., Faculty of Business and Entrepreneurship, National University of Samoa, Samoa; Wilson, M., Research School of Accounting, Australian National University, Australia","We exploit two historic changes to Australian accounting standards to examine the direct and substitution effects of regulations impacting the scope for classification shifting. First, we consider whether reforms to the standard prescribing the format of the income statement (AASB 1018) introduced during 2001/02 reduced the extent to which core expenses were opportunistically misclassified as ‘abnormal’ in an attempt to boost ‘core earnings’ (the ‘direct effect’), and whether any reduction in classification shifting behavior induced greater use of accrual-based earnings management (the ‘substitution effect’). We then examine the impact of the introduction of AASB 101 in 2005, which effectively reversed the constraints on classification shifting introduced in 2001/02. We find that classification shifting using abnormal items was significantly reduced following the 2001/02 reform. However, this reform also appears to have induced an increased use of accruals management to manipulate core earnings, thus potentially impairing earnings quality. We find some weak evidence of an increase in classification shifting behavior following the adoption of AASB 101, but no evidence of any substitution effects involving accrual-based earnings management. © 2019 Elsevier Inc.","Abnormal items; Accounting regulation; Classification shifting; Core earnings; Earnings management",,"Seve, F.; Faculty of Business and Entrepreneurship, Samoa; email: f.seve@nus.edu.ws",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85066803050
"Jia N.","36135668600;","The impact of accounting restatements on corporate innovation strategy",2019,"Journal of Accounting and Public Policy","38","3",,"219","237",,,"10.1016/j.jaccpubpol.2019.05.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066787615&doi=10.1016%2fj.jaccpubpol.2019.05.004&partnerID=40&md5=0e71fbd08098981a025a332a31a39bf4","Weilun Building 201F, School of Economics and Management, Tsinghua University, Beijing, 100081, China","Jia, N., Weilun Building 201F, School of Economics and Management, Tsinghua University, Beijing, 100081, China","This study examines the effect of accounting restatements on corporate innovation strategy. Using a sample of restating firms and propensity-score-matched non-restating firms from 2000 to 2009, we find that, after restatements, restating firms experience a greater increase in exploratory innovation and a greater reduction in exploitative innovation compared to non-restating firms. These results suggest that restating firms are associated with an increased risk appetite as managers believe the upside potential may yield corporate improvement. The results also differ between fraudulent and non-fraudulent restatements, and among restatements of varying severity. The results of this study shed light on a previously unexplored consequence of accounting restatement and highlight its real impact on corporate business strategy. © 2019 Elsevier Inc.","Accounting restatements; Exploitation; Exploration; Innovation strategy",,,,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85066787615
"Brown R.J., Jorgensen B.N., Pope P.F.","57207845155;12244160600;7005022132;","The interplay between mandatory country-by-country reporting, geographic segment reporting, and tax havens: Evidence from the European Union",2019,"Journal of Accounting and Public Policy","38","2",,"106","129",,2,"10.1016/j.jaccpubpol.2019.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063043303&doi=10.1016%2fj.jaccpubpol.2019.02.001&partnerID=40&md5=b2a2048652ed692dbc2561eaaf1ec7a0","School of Taxation and Business Law, UNSW Business School, University of New South Wales, Australia; Department of Accounting, London School of Economics and Political Sciences, United Kingdom; Department of Accounting, Bocconi University, Italy","Brown, R.J., School of Taxation and Business Law, UNSW Business School, University of New South Wales, Australia; Jorgensen, B.N., Department of Accounting, London School of Economics and Political Sciences, United Kingdom; Pope, P.F., Department of Accounting, Bocconi University, Italy","We investigate whether mandatory public country-by-country reporting (CBCR) by European Union (EU) banks affects geographic segment reporting. We find no significant change in the reported number of geographic segments, country segments, or line items per geographic segment disclosed in segment reporting notes after the introduction of CBCR. Consistent with the notion that EU banks may aggregate geographic segments to obfuscate tax haven activities, we find a positive association between tax haven intensity and geographic segment aggregation. Further, we document the location of banks’ operations and the extent of their economic presence in tax havens. We find that EU banks report significantly higher profit margins, turnover per employee, and profit per employee, and lower book effective tax rates for operations located in tax havens, relative to non-tax havens. Our evidence suggests that mandatory public CBCR has limited impact on geographic segment reporting. Nevertheless, CBCR provides additional information to better identify the existence and scale of tax haven involvement. Our results should be informative for EU policymakers currently considering the expansion of public CBCR to all industries. They might also be relevant to researchers considering the decision usefulness of CBCR for financial statement users in estimating after-tax profitability and tax enforcement risk. © 2019 Elsevier Inc.","Country-by-country reporting; Financial institutions; Geographic disclosures; IFRS 8; Mandatory disclosure; Segment reporting; Tax havens; Transparency",,"Brown, R.J.; School of Taxation and Business Law, Australia; email: rodney.brown@unsw.edu.au",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85063043303
"Ackert L.F., Church B.K., Venkataraman S., Zhang P.","6701651018;7006927614;25029295900;55491524300;","The joint impact of accountability and transparency on managers’ reporting choices and owners’ reaction to those choices",2019,"Journal of Accounting and Public Policy","38","2",,"130","145",,,"10.1016/j.jaccpubpol.2019.02.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062265014&doi=10.1016%2fj.jaccpubpol.2019.02.005&partnerID=40&md5=e321be6fa066c0109d0d8182cd6b5e22","Michael J. Coles College of Business, Kennesaw State University, Kennesaw, GA  30144, United States; Scheller College of Business, Georgia Tech, Atlanta, GA  30308-0520, United States; Bentley University, Waltham, MA  02452, United States; Rotman School of Management, University of Toronto, Toronto, ON  M5S 3E6, Canada","Ackert, L.F., Michael J. Coles College of Business, Kennesaw State University, Kennesaw, GA  30144, United States; Church, B.K., Scheller College of Business, Georgia Tech, Atlanta, GA  30308-0520, United States; Venkataraman, S., Bentley University, Waltham, MA  02452, United States; Zhang, P., Rotman School of Management, University of Toronto, Toronto, ON  M5S 3E6, Canada","We report the results of an experiment designed to investigate the fundamental conflict of interest between managers and owners in a financial reporting setting. In our setting, owners seek accurate reports of financial performance whereas managers have incentives to distort performance reports in a self-serving fashion. Regulatory responses to such conflicts often call for improved disclosure, including more accountability and transparency (e.g., Sarbanes-Oxley Act and Dodd-Frank Act). We use the term accountability to imply answerability—wherein managers are required to reconcile the difference between reported and actual performance. We predict and find that when managers’ incentives are transparently disclosed, accountability does not rein in managers’ opportunistic reporting. By comparison, when managers’ incentives are less transparently disclosed (opaque), accountability dampens managers’ propensity to misreport. However, this reduction in opportunistic reporting due to accountability comes about because managers offset higher reporting bias in compensation periods with lower reporting bias in other periods. Therefore, not only are the benefits of accountability restricted to the setting where managers’ incentives are opaque, but the reduced reporting bias might arise due to window-dressing. Although managers seem to care enough about accountability to engage in window-dressing, financial incentives seem to dominate accountability, at least in our setting. We also find that managers’ payoffs are higher when their incentives are opaque, but owners’ payoffs are invariant regardless of whether incentives are transparent or opaque. Our analyses suggest that owners may be relying on accountability to curb opportunistic reporting by managers—a reliance that may be misplaced. Our findings have implications for regulatory responses aimed at addressing conflicts of interest. © 2019 Elsevier Inc.",,,"Venkataraman, S.; Bentley UniversityUnited States; email: svenkataraman@bentley.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85062265014
"Bhimani A., Bond D., Sivabalan P.","6603360988;55072560700;35184213400;","Does greater user representation lead to more user focused standards? An empirical investigation of IASB's approach to standard setting",2019,"Journal of Accounting and Public Policy","38","2",,"65","88",,,"10.1016/j.jaccpubpol.2019.02.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062241557&doi=10.1016%2fj.jaccpubpol.2019.02.004&partnerID=40&md5=346a5acceb11d45cafab614ffae388ec","London School of Economics and Political Sciences, United Kingdom; UTS Business School, Australia","Bhimani, A., London School of Economics and Political Sciences, United Kingdom; Bond, D., UTS Business School, Australia; Sivabalan, P., UTS Business School, Australia","The International Accounting Standards Board (IASB) has faced calls to act in the interest of users of financial statements given the perception of the greater influence exerted by preparers and professional accounting firm stakeholders. In response, the IASB has, over more than a decade, sought to increase user centricity, adapting its people and processes to more fully engage the views of users. We report on our empirical analysis from the standard setter's perspective of user engagement which is a research objective not documented in the prior literature. Our results draw on interviews conducted with 31 IASB representatives, comprised of 26 staff and 5 Board members representing approximately 60% of IASB's non-support staff as well as publically available archival data. We deploy the Griffiths (1960) citizenship participation framework in reporting on the procedural rigor directed at user utility, to assess IASB's attempt to enhance its perceived relevance (existential enhancement) as a standard setting body. We explain how a “clash” between new user centric practices and the extant practices led to challenges for the IASB in factoring the views of, and acting in the interest of users, as demanded by regulatory authorities. We discuss some of the tensions this has made evident in IASB's objective to function as an effective standard setter. Conceptually, our paper clarifies how more embedded representation modes per Griffith (1960) elicited greater user feedback, but that tensions arose in relation to the IASB's broader objectives to more directly serve users’ interests. Functionally, we offer a more nuanced appreciation for why the IASB might not unilaterally seek to be “user-focused” in the interests of both users and other stakeholders, and in doing so, serve the longer term objectives of accounting standard setting. © 2019 Elsevier Inc.",,,"Sivabalan, P.; UTS Business SchoolAustralia; email: prabhu.sivabalan@uts.edu.au",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85062241557
"Laplante S.K., Skaife H.A., Swenson L.A., Wangerin D.D.","11142234500;23493817800;57202075114;55382845400;","Limits of tax regulation: Evidence from strategic R&D classification and the R&D tax credit",2019,"Journal of Accounting and Public Policy","38","2",,"89","105",,6,"10.1016/j.jaccpubpol.2019.02.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062158152&doi=10.1016%2fj.jaccpubpol.2019.02.003&partnerID=40&md5=7f2507df2113c921d7567672a7b15616","Wisconsin School of Business, University of Wisconsin – Madison, Madison, WI  53706-1324, United States; Graduate School of Management, University of California – Davis, Davis, CA  95616-5270, United States; Lubar School of Business, University of Wisconsin – Milwaukee, Milwaukee, WI  53211-3164, United States","Laplante, S.K., Wisconsin School of Business, University of Wisconsin – Madison, Madison, WI  53706-1324, United States; Skaife, H.A., Graduate School of Management, University of California – Davis, Davis, CA  95616-5270, United States; Swenson, L.A., Lubar School of Business, University of Wisconsin – Milwaukee, Milwaukee, WI  53211-3164, United States; Wangerin, D.D., Wisconsin School of Business, University of Wisconsin – Madison, Madison, WI  53706-1324, United States","We investigate a tax avoidance strategy where firms use the ambiguity inherent in tax reporting to classify indirect costs as research and development (R&D) expenditures to take advantage of the R&D tax credit. We label this tax practice “strategic R&D classification”. We find a one standard deviation increase in strategic R&D classification leads, on average, to a 1.7% (1.5%) reduction in GAAP (cash) effective tax rates, suggesting this practice provides significant tax savings. However, we also find strategic R&D classification is related to both the level and changes in uncertain tax benefit liabilities required to be recognized under FIN 48, suggesting this practice comes with financial reporting costs. Our study contributes to the literature by documenting some of the costs and benefits associated with a previously unexplored tax strategy, and highlights the limitations faced by tax authorities in monitoring firms’ R&D tax credit. © 2019 The Authors","R&D; R&D tax credit; Tax avoidance; Tax planning; Tax strategy",,"Skaife, H.A.; Graduate School of Management, United States; email: haskaife@ucdavis.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85062158152
"Krishnan G., Zhang J.","26660408200;57192704794;","Do investors perceive a change in audit quality following the rotation of the engagement partner?",2019,"Journal of Accounting and Public Policy","38","2",,"146","168",,1,"10.1016/j.jaccpubpol.2019.02.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062147826&doi=10.1016%2fj.jaccpubpol.2019.02.002&partnerID=40&md5=65d62eae1f5e41be2253e0a3c4c28b8c","Department of Accountancy, Bentley University, 175 Forest Street, Waltham, MA  02452, United States; Department of Accounting, Business School, University of Colorado Denver, 1475 Lawrence Street, Denver, CO  80202, United States","Krishnan, G., Department of Accountancy, Bentley University, 175 Forest Street, Waltham, MA  02452, United States; Zhang, J., Department of Accounting, Business School, University of Colorado Denver, 1475 Lawrence Street, Denver, CO  80202, United States","Though Section 203 of the Sarbanes-Oxley Act (SOX) calls for the rotation of the audit partner every five years, we do not know whether investors value audit partner rotation. This is an important issue since many in the auditing profession believe that mandatory rotation of the audit partner is unnecessary and may in fact impair audit quality. We identify a sample of firms that disclosed changes in the engagement partner in the proxy statement and examine whether equity investors perceive a change in audit quality following the partner rotation. We find a significant increase in earnings informativeness following audit partner rotation. We also find that short sellers regard earnings in the post-rotation to be of higher quality than earnings prior to the rotation. Finally, cost of equity capital is lower following partner rotation. Our findings have important implications for the regulators, auditors, and investors. © 2019 Elsevier Inc.","Audit partner rotation; Cost of equity; Earnings informativeness; Short sellers",,"Krishnan, G.; Department of Accountancy, 175 Forest Street, United States; email: gkrishnan@bentley.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85062147826
"Gordon L.A., Loeb M.P.","24543028100;7101938644;","JAPP Editorial – Change of editors",2019,"Journal of Accounting and Public Policy","38","1",,"A4","A5",,,"10.1016/j.jaccpubpol.2019.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063544784&doi=10.1016%2fj.jaccpubpol.2019.03.002&partnerID=40&md5=19992948c0b92b87f7c51b8421ba3be8","Accounting and Information Assurance, Robert H. Smith School of Business, University of Maryland, College Park, MD  20742-1815, United States","Gordon, L.A., Accounting and Information Assurance, Robert H. Smith School of Business, University of Maryland, College Park, MD  20742-1815, United States; Loeb, M.P., Accounting and Information Assurance, Robert H. Smith School of Business, University of Maryland, College Park, MD  20742-1815, United States",[No abstract available],,,"Gordon, L.A.; Accounting and Information Assurance, United States; email: lgordon@rhsmith.umd.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Editorial,"Final","",Scopus,2-s2.0-85063544784
"Trombetta M.","55334212600;","Remembering the future: Reflections on accounting and public policy",2019,"Journal of Accounting and Public Policy","38","1",,"A1","A3",,,"10.1016/j.jaccpubpol.2019.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063527938&doi=10.1016%2fj.jaccpubpol.2019.03.001&partnerID=40&md5=4af63b28db40ffd30920fa39566842a1","IE Business School, IE University, Calle Maria de Molina 31, Madrid, 28006, Spain","Trombetta, M., IE Business School, IE University, Calle Maria de Molina 31, Madrid, 28006, Spain",[No abstract available],,,,,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Editorial,"Final","",Scopus,2-s2.0-85063527938
"Belina H., Surysekar K., Weismann M.","57206195453;6507771123;25223924500;","On the medical loss ratio (MLR) and sticky selling general and administrative costs: Evidence from health insurers",2019,"Journal of Accounting and Public Policy","38","1",,"53","61",,1,"10.1016/j.jaccpubpol.2019.01.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061596445&doi=10.1016%2fj.jaccpubpol.2019.01.004&partnerID=40&md5=fb90e0a8ef2c7b307f71383b413c1a2c","Texas A&M University—San Antonio, San Antonio, TX  78224, United States; School of Accounting, College of Business, Florida International University, Miami, FL  33199, United States","Belina, H., Texas A&M University—San Antonio, San Antonio, TX  78224, United States; Surysekar, K., School of Accounting, College of Business, Florida International University, Miami, FL  33199, United States; Weismann, M., School of Accounting, College of Business, Florida International University, Miami, FL  33199, United States","The Patient Protection and Affordable Care Act of 2010 (ACA) imposed an important constraint on health insurers: if the medical loss ratio (MLR), determined as the ratio of claims paid to premiums collected, declined below certain legislative targets, the insurer would be obliged to rebate a portion of the premiums to the customer. It might be expected that this increase in the MLR would result in a decrease in premium dollars available to cover selling, general and administrative costs (SG&A) and a concomitant decrease in profits. However, there is earlier evidence that SG&A “cost stickiness” presents a counter-effect in this instance: namely, that an increase in SG&A costs per each dollar of revenue increase is more than the magnitude of a decrease in SG&A costs per each dollar of revenue decrease. In this context, this paper offers the first preliminary evidence of the impact of the MLR regulatory change on SG&A cost stickiness in the health insurance industry. Applying the Anderson et al. (2003) methodology, our sample of publicly-traded health insurers shows evidence of significant mitigation of the SG&A cost stickiness after the implementation of the ACA medical loss ratio rules and that in periods of revenue declines, SG&A costs decreased more significantly post-ACA than pre-ACA. These results further illustrate the tension created by regulatory policy designed to improve healthcare cost efficiency and its impact on the profit seeking activities of for-profit healthcare enterprises. Thus, this paper contributes to both healthcare and accounting literature by documenting a significant effect of regulatory policy on managerial decisions regarding cost control. © 2019","Cost stickiness; Medical loss ratio; MLR; Selling general and administrative costs",,"Surysekar, K.; School of Accounting, United States",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85061596445
"Zhang Y., Guan Y., Kim J.-B.","57202426663;55511402900;8304603800;","XBRL adoption and expected crash risk",2019,"Journal of Accounting and Public Policy","38","1",,"31","52",,3,"10.1016/j.jaccpubpol.2019.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061456273&doi=10.1016%2fj.jaccpubpol.2019.01.003&partnerID=40&md5=db8cba9d436adee45b974146637b0b0e","School of Accountancy, Central University of Finance and Economics, 39 South College Road, Haidian District, Beijing, China; Department of Accountancy, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong Special Administrative Region, Hong Kong","Zhang, Y., School of Accountancy, Central University of Finance and Economics, 39 South College Road, Haidian District, Beijing, China; Guan, Y., Department of Accountancy, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong Special Administrative Region, Hong Kong; Kim, J.-B., Department of Accountancy, City University of Hong Kong, 83 Tat Chee Avenue, Kowloon, Hong Kong Special Administrative Region, Hong Kong","The U.S. Securities and Exchange Commission (SEC) mandated the adoption of eXtensible Business Reporting Language (XBRL) in 2009, with the aim of facilitating data exchange and reducing information processing costs. To shed light on the economic consequences of this important disclosure regulation, this study investigates whether and how XBRL mandate impacts investor expectations of future crash risk. Using the steepness of the option implied volatility smirk as a proxy for ex ante expectation of crash risk, we find that expected crash risk decreases after adoption of XBRL. Moreover, we document that the effect is more pronounced for firms with higher financial opacity, more volatile earnings, and greater analyst forecast dispersion. Further, our analysis generates evidence that the use of customized extension XBRL elements attenuates the effect of XBRL reporting on reducing expected crash risk. Our empirical results are robust to a variety of sensitivity checks. Overall, the findings indicate that XBRL reduces information processing costs and strengthens information transparency of capital markets, which in turn, reduces investor expectations of future crash risk. © 2019 Elsevier Inc.","Bad news hoarding; Expected crash risk; Information processing costs; XBRL",,"Zhang, Y.; School of Accountancy, 39 South College Road, Haidian District, China; email: ynzhang@cufe.edu.cn",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85061456273
"Abernathy J.L., Kubick T.R., Masli A.N.S.","55533580700;55539761500;35491190000;","The effect of general counsel prominence on the pricing of audit services",2019,"Journal of Accounting and Public Policy","38","1",,"1","14",,2,"10.1016/j.jaccpubpol.2019.01.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061227636&doi=10.1016%2fj.jaccpubpol.2019.01.001&partnerID=40&md5=5a16f4143b8c1bfcd641658e45c69148","Kennesaw State University, United States; University of Kansas, United States","Abernathy, J.L., Kennesaw State University, United States; Kubick, T.R., University of Kansas, United States; Masli, A.N.S., University of Kansas, United States","We investigate the effect of corporate general counsel (GC) ascension to the senior management team on the pricing of audit services. Prior research suggests that the GC position may have a significant influence in setting the tone at the top by promoting corporate integrity, ethics, and serving as a governance and monitoring mechanism, but also recognizes that prominent GCs may face ethical dilemmas, causing them to disregard professional responsibilities to curry the favor of the CEO and other executives. Using audit fees to proxy for audit engagement risk, we find a negative association between GC ascension to top management and audit fees. We investigate the mechanisms behind this relation and find GC ascension is associated with a reduction in both default risk and financial misstatement risk, which supports auditors’ perceived reduction in client business risk and audit risk, respectively. © 2019 Elsevier Inc.","Audit engagement risk; Audit fees; Executive compensation; General counsel",,"Kubick, T.R.; University of KansasUnited States; email: tkubick@ku.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","",Scopus,2-s2.0-85061227636
"Ng J., Ranasinghe T., Shi G., Yang H.","37091445400;55791711800;8646996200;50263621500;","Unemployment insurance benefits and income smoothing",2019,"Journal of Accounting and Public Policy","38","1",,"15","30",,,"10.1016/j.jaccpubpol.2019.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061142913&doi=10.1016%2fj.jaccpubpol.2019.01.002&partnerID=40&md5=f8439f359a0a8f4a38275fdce1a831f6","The Hong Kong Polytechnic University, School of Accountancy and Finance, M741, 7/F Li Ka Shing Tower, Hung Hom, Kowloon, Hong Kong; University of Maryland, Robert H. Smith College of Business, 7699 Mowatt Lane – Van Munching Hall, College Park, MD  20742, United States; Shanghai Jiao Tong University, Antai College of Economics & Management, 1954 Huashan Road, Shanghai, 200030, China; Singapore Management University, School of Accountancy, 60 Stamford Road, Level 4, Singapore, 178900, Singapore","Ng, J., The Hong Kong Polytechnic University, School of Accountancy and Finance, M741, 7/F Li Ka Shing Tower, Hung Hom, Kowloon, Hong Kong; Ranasinghe, T., University of Maryland, Robert H. Smith College of Business, 7699 Mowatt Lane – Van Munching Hall, College Park, MD  20742, United States; Shi, G., Shanghai Jiao Tong University, Antai College of Economics & Management, 1954 Huashan Road, Shanghai, 200030, China; Yang, H., Singapore Management University, School of Accountancy, 60 Stamford Road, Level 4, Singapore, 178900, Singapore","Labor unemployment insurance reduces unemployment concerns. We argue that these benefits moderate incentives to smooth earnings to reduce employees’ concerns about unemployment risk. Using exogenous variations in unemployment insurance benefits, we find evidence consistent with this argument. We also find that the link between unemployment insurance benefits and income smoothing is stronger when there is higher unemployment risk and when the firm is likely to employ more low-wage workers, who find unemployment insurance benefits especially useful. Our paper contributes to the literature by showing that public policy decisions such as unemployment insurance have significant, albeit probably unintended, externalities on corporate financial reporting. © 2019 Elsevier Inc.","Compensating wage differentials; Income smoothing; Unemployment insurance; Unemployment risk",,"Ranasinghe, T.; University of Maryland, 7699 Mowatt Lane – Van Munching Hall, United States; email: tranasinghe@rhsmith.umd.edu",,"Elsevier Inc.",02784254,,JACPD,,"English","J. Account. Public Policy",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85061142913
