Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Open Access,Source,EID
"Laux V., Stocken P.C.","14622789000;6603184010;","Accounting standards, regulatory enforcement, and innovation",2018,"Journal of Accounting and Economics","65","2-3",,"221","236",,7,"10.1016/j.jacceco.2017.11.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035327324&doi=10.1016%2fj.jacceco.2017.11.001&partnerID=40&md5=2222b11327b33b725d4ba57568b57628","University of Texas at Austin, United States; Dartmouth College, United States","Laux, V., University of Texas at Austin, United States; Stocken, P.C., Dartmouth College, United States","We examine the effects of accounting standards and regulatory enforcement on entrepreneurial innovation and social welfare. When the entrepreneur issues a financial report that violates the accounting standards, a regulatory agency may detect the violation and bring charges. We find that when regulatory penalties are relatively insensitive to the magnitude of the violation, optimal standards are sufficiently low that they induce full compliance, and increase as the intensity of enforcement increases. In contrast, when regulatory penalties are sensitive to the magnitude of the violation, optimal standards induce non-compliance and decline as the intensity of enforcement increases. © 2017 Elsevier B.V.","Accounting standards; Innovation; Regulatory enforcement",,"Laux, V.; University of Texas at AustinUnited States; email: volker.laux@mccombs.utexas.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85035327324
"Nikolaev V.V.","35318437500;","Scope for renegotiation in private debt contracts",2018,"Journal of Accounting and Economics","65","2-3",,"270","301",,13,"10.1016/j.jacceco.2017.11.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035198448&doi=10.1016%2fj.jacceco.2017.11.007&partnerID=40&md5=86d3b5b81a114a0c1042585994458fa6","The University of Chicago, Booth School of Business, 5807 South Woodlawn Avenue, Chicago, IL  60637, United States","Nikolaev, V.V., The University of Chicago, Booth School of Business, 5807 South Woodlawn Avenue, Chicago, IL  60637, United States","I study whether the demand for monitoring explains the scope for renegotiation in private debt contracts. Theory suggests that renegotiation trades off the benefits of enhanced monitoring with the costs of creditor intervention. Consistent with this tradeoff, I show that monitoring demand proxies bear a positive association with renegotiation intensity. In contrast, the costs of creditor intervention are associated with less frequent renegotiations. I also find that contractual monitoring mechanisms, such as covenants and concentrated syndicate structures, are positively related to renegotiation intensity. Furthermore, renegotiations transmit new information to the market, in line with private creditors discovering information during renegotiations. © 2017 Elsevier B.V.","Contracting costs; Creditor control rights; Debt contract renegotiation; Incomplete contracts; Monitoring",,,,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85035198448
"Gao P., Jiang X.","24480996500;57201843057;","Reporting choices in the shadow of bank runs",2018,"Journal of Accounting and Economics","65","1",,"85","108",,1,"10.1016/j.jacceco.2017.11.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044680560&doi=10.1016%2fj.jacceco.2017.11.005&partnerID=40&md5=e8bcb4ed17b2dc9897180b345095a62f","Booth School of Business, The University of Chicago, United States; Fuqua School of Business, Duke University, United States","Gao, P., Booth School of Business, The University of Chicago, United States; Jiang, X., Fuqua School of Business, Duke University, United States","This paper investigates banks’ reporting choices in the context of bank runs. A fundamental-based run imposes market discipline on insolvent banks, but a panic-based run closes banks that could have survived with better coordination among creditors. We augment a bank-run model with the bank's reporting choices. We show that banks with intermediate fundamentals have stronger incentive to misreport than those in the two tails. Moreover, reporting discretion reduces panic-based runs, but excessive discretion also reduces fundamental-based runs. The optimal amount of reporting discretion increases in the bank's vulnerability to panic-based runs. Finally, a given bank's opportunistic use of reporting discretion exerts a negative externality on other banks. Our paper answers the call by Armstrong et al. (2016) and Bushman (2016) to understand better the effects of banks’ special features on their reporting choices. © 2017 Elsevier B.V.","Accounting discretion; Bank runs; Bank stability; Bank transparency; Banking",,"Gao, P.; Booth School of Business, United States; email: Gaopingyang@gmail.com",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85044680560
"Cuny C.","57189366509;","When knowledge is power: Evidence from the municipal bond market",2018,"Journal of Accounting and Economics","65","1",,"109","128",,3,"10.1016/j.jacceco.2017.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044679162&doi=10.1016%2fj.jacceco.2017.11.002&partnerID=40&md5=d86b218dc3bba1352d3df90bb5881477","Stern School of Business, New York University, 44 West 4th Street, New York, NY  10012, United States","Cuny, C., Stern School of Business, New York University, 44 West 4th Street, New York, NY  10012, United States","I investigate whether access to fundamental information enhances retail investors’ bargaining power, reducing the premium that small municipal bond investors pay over large investors. I find a reduction in this small trade premium after the introduction of an online disclosure repository that lowers retail investors’ information acquisition costs. This finding is limited to issuers whose disclosures are disseminated through the repository. The finding is pronounced for issuers that impose high information acquisition costs on investors ex-ante and those that exhibit high disclosure quality ex-post. These results suggest that as investors’ information sets align, so does their bargaining power with dealers. © 2017 Elsevier B.V.","Asymmetric bargaining power; Dealer markets; Dissemination; Information asymmetry; Municipal debt",,,,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85044679162
"Bozanic Z., Roulstone D.T., Van Buskirk A.","34871618300;6506748332;24345830900;","Management earnings forecasts and other forward-looking statements",2018,"Journal of Accounting and Economics","65","1",,"1","20",,17,"10.1016/j.jacceco.2017.11.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85038403198&doi=10.1016%2fj.jacceco.2017.11.008&partnerID=40&md5=10605783b7d9a249f7b3535eb5373f20","The Ohio State University, Fisher College of Business, 2100 Neil Avenue, Columbus, OH  43210, United States","Bozanic, Z., The Ohio State University, Fisher College of Business, 2100 Neil Avenue, Columbus, OH  43210, United States; Roulstone, D.T., The Ohio State University, Fisher College of Business, 2100 Neil Avenue, Columbus, OH  43210, United States; Van Buskirk, A., The Ohio State University, Fisher College of Business, 2100 Neil Avenue, Columbus, OH  43210, United States","We identify forward-looking statements (FLS) in firms’ disclosures to distinguish between “forecast-like” (quantitative statements about earnings) and “other” or non-forecast-like, FLS. We show that, like earnings forecasts, other FLS generate significant investor and analyst responses. Unlike earnings forecasts, other FLS are issued more frequently when uncertainty is higher. We then show that earnings-related FLS are more sensitive to uncertainty than quantitative statements, suggesting that managers are more likely to alter the content than the form of FLS when uncertainty is higher. Our study indicates that incorporating other FLS into empirical measures provides a more comprehensive proxy for firms’ voluntary disclosures. © 2017 Elsevier B.V.","Earnings announcements; Management forecasts; Textual analysis; Voluntary disclosure",,"Van Buskirk, A.; The Ohio State University, 2100 Neil Avenue, United States; email: van-buskirk.10@osu.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85038403198
"Bushman R.M., Davidson R.H., Dey A., Smith A.","6603387885;55823452400;16315339300;7406747867;","Bank CEO materialism: Risk controls, culture and tail risk",2018,"Journal of Accounting and Economics","65","1",,"191","220",,8,"10.1016/j.jacceco.2017.11.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037577598&doi=10.1016%2fj.jacceco.2017.11.014&partnerID=40&md5=d8c32940f3d1d578af00a3a56fac82f0","Kenan-Flagler Business School, University of North Carolina-Chapel Hill, 300 Kenan Dr, Chapel Hill, NC  27599, United States; Georgetown University, 3700 O Street NW, Washington, DC  20057, United States; University of Minnesota, Carlson School of Management, 321 Nineteenth Street S, Minneapolis, MN  55455, United States; The University of Chicago Booth School of Business, 5807 S Woodlawn Avenue, Chicago, IL  60637, United States","Bushman, R.M., Kenan-Flagler Business School, University of North Carolina-Chapel Hill, 300 Kenan Dr, Chapel Hill, NC  27599, United States; Davidson, R.H., Georgetown University, 3700 O Street NW, Washington, DC  20057, United States; Dey, A., University of Minnesota, Carlson School of Management, 321 Nineteenth Street S, Minneapolis, MN  55455, United States; Smith, A., The University of Chicago Booth School of Business, 5807 S Woodlawn Avenue, Chicago, IL  60637, United States","We investigate how the prevalence of materialistic bank CEOs has evolved over time, and how risk management policies, non-CEO executives’ behavior and tail risk vary with CEO materialism. We document that the proportion of banks run by materialistic CEOs increased significantly from 1994 to 2004, that the strength of risk management functions is significantly lower for banks with materialistic CEOs, and that non-CEO executives in banks with materialistic CEOs insider trade more aggressively around government intervention during the financial crisis. Finally, we find that banks with materialistic CEOs have significantly more downside tail risk relative to banks with non-materialistic CEOs. © 2017 Elsevier B.V.","Bank risk; Corporate culture; Executive materialism",,"Dey, A.; Harvard Business School, 15 Harvard Way, United States; email: deya@umn.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85037577598
"Chu L., Simunic D.A., Ye M., Zhang P.","15831141000;8409667000;55653314100;57211422012;","Transaction costs and competition among audit firms in local markets",2018,"Journal of Accounting and Economics","65","1",,"129","147",,9,"10.1016/j.jacceco.2017.11.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037034776&doi=10.1016%2fj.jacceco.2017.11.004&partnerID=40&md5=7d7802433a63fcf6089ccd02b3d8b81e","School of Business and Economics, Wilfred Laurier University, 75 University Avenue West, Waterloo, ON  N2L 3C5, Canada; Sauder School of Business, University of British Columbia, 2053 Main Mall, Vancouver, BC  V6T 1Z2, Canada; Rotman School of Management, University of Toronto, 105 St. George Street, Toronto, ON  M5S 3E6, Canada","Chu, L., School of Business and Economics, Wilfred Laurier University, 75 University Avenue West, Waterloo, ON  N2L 3C5, Canada; Simunic, D.A., Sauder School of Business, University of British Columbia, 2053 Main Mall, Vancouver, BC  V6T 1Z2, Canada; Ye, M., Rotman School of Management, University of Toronto, 105 St. George Street, Toronto, ON  M5S 3E6, Canada; Zhang, P., Rotman School of Management, University of Toronto, 105 St. George Street, Toronto, ON  M5S 3E6, Canada","We develop a measure to capture an audit firm's competitive position in a local audit market based on the transaction costs of changing audit firms included in DeAngelo's (1981) multi-period audit pricing model. Our competition measure reflects the size difference between the largest audit firm in a market specified by client industry at the city level and the other audit firms operating in that market. We find that audit fees of a client decrease as this size difference increases. This result suggests that smaller audit firms charge lower audit fees because of their competitive disadvantage to the local largest firm. © 2017 Elsevier B.V.","Audit pricing; Competition; Transaction costs",,"Simunic, D.A.; Sauder School of Business, 2053 Main Mall, Canada; email: dan.simunic@sauder.ubc.ca",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85037034776
"Kim J.","57198515241;","Asymmetric timely loss recognition, adverse shocks to external capital, and underinvestment: Evidence from the collapse of the junk bond market",2018,"Journal of Accounting and Economics","65","1",,"148","168",,4,"10.1016/j.jacceco.2017.11.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036655518&doi=10.1016%2fj.jacceco.2017.11.010&partnerID=40&md5=9290a84c2f4645bb52fdeb5031dc67a6","William E. Simon School of Business, University of Rochester, Rochester, NY  14627, United States","Kim, J., William E. Simon School of Business, University of Rochester, Rochester, NY  14627, United States","Using the collapse of the junk bond market in the early 1990s as an exogenous shock to external capital, I document, in both difference-in-differences and triple difference designs, that speculative-grade firms that recognize economic losses in a timely manner experience a smaller reduction in investment following the collapse. The effect is more pronounced for speculative-grade firms with a low level of asset liquidation value. Using the excess bond premium as a proxy for fluctuations in the supply of capital, I also extend the generalizability of my findings to a broader sample of 84,421 firm-years over the 1972–2011 period. © 2017 Elsevier B.V.","Accounting conservatism; Asymmetric timely loss recognition; Excess bond premium; Financial reporting conservatism; Financing frictions; Investment; Shocks to external capital; Supply of capital",,,,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85036655518
"Chen Y.-C., Hung M., Wang Y.","57197846226;7202454362;57151767100;","The effect of mandatory CSR disclosure on firm profitability and social externalities: Evidence from China",2018,"Journal of Accounting and Economics","65","1",,"169","190",,133,"10.1016/j.jacceco.2017.11.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035240470&doi=10.1016%2fj.jacceco.2017.11.009&partnerID=40&md5=e1a5248ddb00ec80be9bcd51637637b7","The Hong Kong University of Science and Technology, Hong Kong; University of Southern California, United States","Chen, Y.-C., The Hong Kong University of Science and Technology, Hong Kong; Hung, M., The Hong Kong University of Science and Technology, Hong Kong; Wang, Y., University of Southern California, United States","We examine how mandatory disclosure of corporate social responsibility (CSR) impacts firm performance and social externalities. Our analysis exploits China's 2008 mandate requiring firms to disclose CSR activities, using a difference-in-differences design. Although the mandate does not require firms to spend on CSR, we find that mandatory CSR reporting firms experience a decrease in profitability subsequent to the mandate. In addition, the cities most impacted by the disclosure mandate experience a decrease in their industrial wastewater and SO2 emission levels. These findings suggest that mandatory CSR disclosure alters firm behavior and generates positive externalities at the expense of shareholders. © 2017 The Authors","China; Firm performance; Mandatory CSR disclosure; Social externalities",,"Hung, M.; The Hong Kong University of Science and Technology, Clear Water Bay, Hong Kong; email: acmy@ust.hk",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","All Open Access, Hybrid Gold",Scopus,2-s2.0-85035240470
"Chen T.-Y., Zhang G., Zhou Y.","55510726500;57193088237;57218154919;","Enforceability of non-compete covenants, discretionary investments, and financial reporting practices: Evidence from a natural experiment",2018,"Journal of Accounting and Economics","65","1",,"41","60",,7,"10.1016/j.jacceco.2017.11.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034843632&doi=10.1016%2fj.jacceco.2017.11.012&partnerID=40&md5=1b7d3b50216acf90527cd0391dfe8088","Accounting Department, School of Business and Management, Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Faculty of Business and Economics, University of Hong Kong, Hong Kong, Hong Kong; Accounting Department, School of Management, Fudan University, China","Chen, T.-Y., Accounting Department, School of Business and Management, Hong Kong University of Science and Technology, Hong Kong, Hong Kong; Zhang, G., Faculty of Business and Economics, University of Hong Kong, Hong Kong, Hong Kong; Zhou, Y., Accounting Department, School of Management, Fudan University, China","Non-compete covenants are widely used in employment contracts to promote employee stability. Using legal amendments of non-compete enforceability as a natural experiment, we find that as non-compete enforceability increases, firms display an increased likelihood of meeting short-term earnings benchmarks, lower discretionary expenditures, and declining future performance. These effects are more pronounced when CEOs have lower ability or shorter tenures, and when firms have more growth opportunities or operate in localized industries. Our results suggest that managers actively adapt investment and financial reporting practices to the changing environment that affects their contractual relations with firms. © 2017 Elsevier B.V.","Contract enforceability; Discretionary investment; Financial reporting; Non-compete covenants",,"Zhang, G.; Faculty of Business and Economics, Hong Kong; email: acgzhang@hku.hk",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85034843632
"Lennox C., Wang Z.-T., Wu X.","14521159700;57197796281;56129475600;","Earnings management, audit adjustments, and the financing of corporate acquisitions: Evidence from China",2018,"Journal of Accounting and Economics","65","1",,"21","40",,19,"10.1016/j.jacceco.2017.11.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034826172&doi=10.1016%2fj.jacceco.2017.11.011&partnerID=40&md5=c9bf4074364818c52412a6f9c3582b5c","Leventhal School of Accounting, University of Southern California, United States; School of Accountancy, Shanghai University of Finance and Economics, China; School of Accountancy, Central University of Finance and Economics, China","Lennox, C., Leventhal School of Accounting, University of Southern California, United States; Wang, Z.-T., School of Accountancy, Shanghai University of Finance and Economics, China; Wu, X., School of Accountancy, Central University of Finance and Economics, China","Acquirers are motivated to overstate earnings prior to stock-financed acquisitions. We hypothesize that audits help to detect and correct such overstatements. We test this using a difference-in-differences design, which compares audit adjustments to earnings for stock-financed and cash-financed acquirers before versus after the acquisitions. Consistent with our hypothesis, we find larger downward adjustments in the audits immediately before stock-financed acquisitions. Further analysis of regulatory sanctions suggests the downward adjustments are in fact warranted, rather than auditors being overly conservative. Moreover, modifications in audit reports suggest that downward adjustments do not correct all of the reporting irregularities in audited financial statements. © 2017 Elsevier B.V.","Adjustments; Audit; Earnings management; Stock-financed acquisitions",,"Lennox, C.; Leventhal School of Accounting, United States; email: clive.lennox@marshall.usc.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85034826172
"Bliss B.A., Partnoy F., Furchtgott M.","54384906500;6507030984;57197796019;","Information bundling and securities litigation",2018,"Journal of Accounting and Economics","65","1",,"61","84",,6,"10.1016/j.jacceco.2017.11.013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85034815964&doi=10.1016%2fj.jacceco.2017.11.013&partnerID=40&md5=6c8de4c26e35227373b22be221e2a3cd","School of Business, University of San Diego, 5998 Alcala Park, San Diego, CA  92110, United States; School of Law, University of San Diego, 5998 Alcala Park, San Diego, CA  92110-2492, United States; Microsoft Corporate, One Microsoft Way, Redmond, WA  98052, United States","Bliss, B.A., School of Business, University of San Diego, 5998 Alcala Park, San Diego, CA  92110, United States; Partnoy, F., School of Law, University of San Diego, 5998 Alcala Park, San Diego, CA  92110-2492, United States; Furchtgott, M., Microsoft Corporate, One Microsoft Way, Redmond, WA  98052, United States","We exploit the exogenous shock of a 2005 U.S. Supreme Court decision on securities class action loss causation requirements to examine two ways that firms bundle information with restatements: “positive bundling” of good news and “noise bundling” of additional bad news. We find that positive bundling offsets price declines and results in less litigation. In contrast, noise bundling magnifies price declines, but nevertheless deters litigation by confounding which bad news caused a decline. Non-bundled restatements are 5.94 times more likely to result in litigation. Bundled restatements have 8.17 times higher dismissal rates and $21.17 to $23.45 million lower settlement amounts. © 2017 Elsevier B.V.","Class-Action Securities Lawsuits; Earnings Restatements; Information disclosures; Litigation Risk",,"Bliss, B.A.; School of Business, 5998 Alcala Park, United States; email: Bbliss@sandiego.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85034815964
"Christensen H.B., Floyd E., Liu L.Y., Maffett M.","23003573900;56850152300;57196709469;46861302800;","The real effects of mandated information on social responsibility in financial reports: Evidence from mine-safety records",2017,"Journal of Accounting and Economics","64","2-3",,"284","304",,28,"10.1016/j.jacceco.2017.08.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033666728&doi=10.1016%2fj.jacceco.2017.08.001&partnerID=40&md5=7ee05bbe136c89ce092caacd34ea80ae","University of Chicago Booth School of Business, 5807 S. Woodlawn Ave., Chicago, IL  60637, United States; UC San Diego Rady School of Management, 9500 Gilman Dr., La Jolla, CA  92093, United States","Christensen, H.B., University of Chicago Booth School of Business, 5807 S. Woodlawn Ave., Chicago, IL  60637, United States; Floyd, E., UC San Diego Rady School of Management, 9500 Gilman Dr., La Jolla, CA  92093, United States; Liu, L.Y., University of Chicago Booth School of Business, 5807 S. Woodlawn Ave., Chicago, IL  60637, United States; Maffett, M., University of Chicago Booth School of Business, 5807 S. Woodlawn Ave., Chicago, IL  60637, United States","We examine the real effects of mandatory social-responsibility disclosures, which require SEC-registered mine owners to include their mine-safety records in their financial reports. These safety records are already publicly available elsewhere, which allows us to isolate and estimate the incremental real effects of including this information in financial reports. Comparing mines owned by SEC-registered issuers with mines that are not, we document that including safety records in financial reports decreases mining-related citations and injuries, and reduces labor productivity. Evidence from stock-market reactions and mutual-fund holdings suggests that increased awareness of safety issues is a likely explanation for the observed real effects. © 2017 Elsevier B.V.","Corporate social responsibility; Dodd–Frank Act; Mine safety; Real effects",,"Maffett, M.; University of Chicago Booth School of Business, 5807 S. Woodlawn Ave., United States; email: mark.maffett@chicagobooth.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85033666728
"Miller G.S.","7404979097;","Discussion of “the evolution of 10-K textual disclosure: Evidence from Latent Dirichlet Allocation”",2017,"Journal of Accounting and Economics","64","2-3",,"246","252",,4,"10.1016/j.jacceco.2017.07.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85033440686&doi=10.1016%2fj.jacceco.2017.07.004&partnerID=40&md5=f1f525032b959cbf043b5bb1ff94756b","Ross School of Business, University of Michigan, 701 Tappan Street, Ann Arbor, MI  48109-1234, United States","Miller, G.S., Ross School of Business, University of Michigan, 701 Tappan Street, Ann Arbor, MI  48109-1234, United States","Dyer et al. (2017) examines trends in 10-K textual disclosure from 1996–2013. Using a set of variables from prior textual research, they show a decrease in characteristics generally considered desirable and an increase in attributes considered undesirable. The trend is driven by disclosures to comply with new regulatory reporting standards. The study takes a high-level approach allowing an overview perspective. However, that approach also means readers should take caution in reaching strong conclusions on any one finding. In this discussion I point out a few areas where I believe readers should be particularly aware of limitations this approach imposes. © 2017 Elsevier B.V.",,,,,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Note,"Final","",Scopus,2-s2.0-85033440686
"Ellahie A., Tahoun A., Tuna İ.","57196186510;36015864000;8719673000;","Do common inherited beliefs and values influence CEO pay?",2017,"Journal of Accounting and Economics","64","2-3",,"346","367",,5,"10.1016/j.jacceco.2017.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85032191035&doi=10.1016%2fj.jacceco.2017.09.002&partnerID=40&md5=68f4c114a5f012777d3ca19778979aff","David Eccles School of Business, University of Utah, Salt Lake City, UT  84112, United States; London Business School, Regent's Park, London, NW1 4SA, United Kingdom","Ellahie, A., David Eccles School of Business, University of Utah, Salt Lake City, UT  84112, United States; Tahoun, A., London Business School, Regent's Park, London, NW1 4SA, United Kingdom; Tuna, İ., London Business School, Regent's Park, London, NW1 4SA, United Kingdom","We use the ethnicity of CEOs across 31 countries as a proxy for their common inherited beliefs and values and find an ethnicity effect in CEO variable pay. We find that the ethnicity effect in variable pay is not driven by the ethnicity effects in corporate policy decisions, and that changes in CEO compensation are significantly larger when CEOs are replaced with a person from a different ethnicity. Our estimated ethnicity effect captures the future time reference and religion of CEOs’ ancestors. Finally, we find an ethnicity effect in performance-firing sensitivities (i.e., the sensitivity to being fired due to poor performance). © 2017 Elsevier B.V.","CEO characteristics; Cultural persistence; Ethnicity; Executive compensation",,"Ellahie, A.; David Eccles School of Business, United States; email: atif.ellahie@eccles.utah.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85032191035
"Cohen L.","36195543200;","Discussion: Do common inherited beliefs and values influence CEO pay?",2017,"Journal of Accounting and Economics","64","2-3",,"368","370",,2,"10.1016/j.jacceco.2017.09.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031906910&doi=10.1016%2fj.jacceco.2017.09.001&partnerID=40&md5=e9e1891d62f08513bcf7460808deb51f","Harvard Business School and NBER, United States","Cohen, L., Harvard Business School and NBER, United States",[No abstract available],,,,,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85031906910
"Strahan P.E.","6701621055;","Are concentrated banks better informed than diversified ones?",2017,"Journal of Accounting and Economics","64","2-3",,"278","283",,1,"10.1016/j.jacceco.2017.07.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030859520&doi=10.1016%2fj.jacceco.2017.07.003&partnerID=40&md5=a47e0b4ad9ca3d66b8ef59054027b4b1","Boston College and NBER, Chestnut HillMA  02467, United States","Strahan, P.E., Boston College and NBER, Chestnut HillMA  02467, United States","This paper discusses evidence that large, diversified banks lend using `hard' information measures, such as audited financial statements. Structural changes toward larger and more diversified banks may have left some segments of credit markets - those depending on investment in `soft' information - under-served. These trends accelerated following the Financial Crisis. At the same time, bank lending to small businesses, which typically can only supply soft information, has been slow to recover from the Crisis. These trends are worrying because entry of focused banks, the normal market mechanism to counteract such a trend, has been absent since the Crisis. © 2017 Elsevier B.V.","Small business lending; Soft information",,,,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85030859520
"Shroff N., Verdi R.S., Yost B.P.","55705464400;12801334700;57195999406;","When does the peer information environment matter?",2017,"Journal of Accounting and Economics","64","2-3",,"183","214",,37,"10.1016/j.jacceco.2017.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030751222&doi=10.1016%2fj.jacceco.2017.03.005&partnerID=40&md5=b2e096715a48c5b60630489b43b47651","MIT Sloan School of Management, United States; Boston College, United States","Shroff, N., MIT Sloan School of Management, United States; Verdi, R.S., MIT Sloan School of Management, United States; Yost, B.P., Boston College, United States","This paper examines whether and when the information environment of peer firms in an industry affects the cost of capital for other firms in the industry. We predict and find that the peer information environment is negatively associated with a firm's cost of capital when there is less publicly available firm-specific information and this negative association shrinks as the amount of firm-specific information increases. This paper provides evidence that information about peer-firms has externalities on the cost of capital for related firms and that these externalities are time-varying. © 2017 Elsevier B.V.","Inter-temporal externalities; Peer-firm disclosures; Regulation",,"Verdi, R.S.; MIT Sloan School of ManagementUnited States; email: rverdi@mit.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85030751222
"Glaeser S., Guay W.R.","57195741898;56069219500;","Identification and generalizability in accounting research: A discussion of Christensen, Floyd, Liu, and Maffett (2017)",2017,"Journal of Accounting and Economics","64","2-3",,"305","312",,18,"10.1016/j.jacceco.2017.08.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029697330&doi=10.1016%2fj.jacceco.2017.08.003&partnerID=40&md5=961e502ae607bc6e2c7f924c03bb97d5","The Wharton School, University of Pennsylvania, Philadelphia, PA, United States","Glaeser, S., The Wharton School, University of Pennsylvania, Philadelphia, PA, United States; Guay, W.R., The Wharton School, University of Pennsylvania, Philadelphia, PA, United States","Christensen et al. (2017) provide evidence that the dissemination of mine safety information in SEC filings has real effects on mine safety. We discuss the extent to which Christensen et al.'s results generalize to a research question that we consider of broader interest to accounting researchers, specifically where and when mandated disclosure in SEC filings can increase the dissemination of information. We also discuss identification of causal effects and generalizability concerns more broadly in the context of large sample studies and quasi-natural experiments, as well as potential ways authors might address these concerns in accounting research. © 2017 Elsevier B.V.","Accounting research; Causal inference; Generalizability; Quasi-experimental methods",,"Guay, W.R.; The Wharton School, United States; email: guay@wharton.upenn.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85029697330
"Dyer T., Lang M., Stice-Lawrence L.","57192195839;7202006388;56901404400;","The evolution of 10-K textual disclosure: Evidence from Latent Dirichlet Allocation",2017,"Journal of Accounting and Economics","64","2-3",,"221","245",,74,"10.1016/j.jacceco.2017.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029540284&doi=10.1016%2fj.jacceco.2017.07.002&partnerID=40&md5=de187ae05ee06e4cf74f70275be4966f","Kenan-Flagler Business School, The University of North Carolina, Chapel Hill, NC  27516-3490, United States; Leventhal School of Accounting, University of Southern CaliforniaCA, United States","Dyer, T., Kenan-Flagler Business School, The University of North Carolina, Chapel Hill, NC  27516-3490, United States; Lang, M., Kenan-Flagler Business School, The University of North Carolina, Chapel Hill, NC  27516-3490, United States; Stice-Lawrence, L., Leventhal School of Accounting, University of Southern CaliforniaCA, United States","We document marked trends in 10-K disclosure over the period 1996–2013, with increases in length, boilerplate, stickiness, and redundancy and decreases in specificity, readability, and the relative amount of hard information. We use Latent Dirichlet Allocation (LDA) to examine specific topics and find that new FASB and SEC requirements explain most of the increase in length and that 3 of the 150 topics—fair value, internal controls, and risk factor disclosures—account for virtually all of the increase. These three disclosures also play a major role in explaining the trends in the remaining textual characteristics. © 2017 Elsevier B.V.","Disclosure regulation; Financial reporting; Latent Dirichlet Allocation; Textual analysis",,"Lang, M.; Kenan-Flagler Business School, United States; email: Mark_Lang@unc.edu",,"Elsevier B.V.",01654101,,JAECD,,"English","J. Account. Econ.",Article,"Final","",Scopus,2-s2.0-85029540284
